ph1_gene_id	orthogroup_id	has_scer_essential_ortholog	has_spom_essential_ortholog	has_any_yeast_essential	scer_essential_gene_ids	spom_essential_gene_ids	fg_occupancy_18	fg_presence_count_18	fg_mean_copy_18	fg_median_copy_18	fg_max_copy_18	fg_single_copy_fraction_18	is_strict_core_18	is_exact_single_copy_core_18	yeast_essential_support_class	weak_positive_confidence	source_protein_id	source_header	sequence_length	sequence_sha256	header_fgsg_id	legacy_protein_accession	legacy_seq_match_count	fgsg_candidate_count	unified_candidate_count	resolved_canonical_gene_id	bridge_status	bridge_method	mapping_confidence	has_resolved_canonical	canonical_gene_id	candidate_rank_within_gene	selection_rule	construction_role
XP_011317720.1	OG0000975	1	0	1	YKL180W		1.0000	18	1.0000	1.0	1	1.0000	1	1	scer_only	high	XP_011317720.1	XP_011317720.1 60S ribosomal protein L17 [Fusarium graminearum PH-1]	185	2b739979602de02b9771e6e4116e85f373be0044c15fe4d0f48208c6888feb80		I1RE01	1	0	1	fgraminearum::FGRAMPH1_01G04531	resolved	exact_sequence_plus_unified_support		True	fgraminearum::FGRAMPH1_01G04531	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011317736.1	OG0003227	0	1	1		SPBC9B6.08.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high	XP_011317736.1	XP_011317736.1 hypothetical protein FGSG_01887 [Fusarium graminearum PH-1]	239	46a206115e250fde7918961d989bc6e6e2640604c9e021e91417cee2e27f03fc	FGSG_01887	I1RE15	1	1	1	fgraminearum::FGRAMPH1_01G04563	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G04563	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011317740.1	OG0003340	1	1	1	YBR109C	SPAC3A12.14.1:pep	0.9444	17	0.9444	1.0	1	0.9444	0	0	both	high	XP_011317740.1	XP_011317740.1 hypothetical protein FGSG_01891 [Fusarium graminearum PH-1]	149	c81acdaf575311d828b6b2ec733f4a47c3fbe10cb259efcb91b2150144d2c13c	FGSG_01891	I1RE19	1	1	1	fgraminearum::FGRAMPH1_01G04571	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G04571	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011317752.1	OG0003229	1	1	1	YKL028W	SPAC458.07.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011317752.1	XP_011317752.1 hypothetical protein FGSG_01903 [Fusarium graminearum PH-1]	376	f9f419378e612b829cddb32b0f447fcb1b8d7e9f798cab52078abec538397c46	FGSG_01903	I1RE30	1	1	1	fgraminearum::FGRAMPH1_01G04595	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G04595	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011317759.1	OG0003232	1	1	1	YFL008W	SPBC29A10.04.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011317759.1	XP_011317759.1 hypothetical protein FGSG_01910 [Fusarium graminearum PH-1]	1248	d6b5586da03c3c69095fe28fb4ac05e4babb5b123f3fe9fafb05c2b33867f43a	FGSG_01910	I1RE37	1	1	1	fgraminearum::FGRAMPH1_01G04611	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G04611	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011317768.1	OG0001457	1	1	1	YPR181C	SPCC31H12.07.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011317768.1	XP_011317768.1 transporter SEC23 [Fusarium graminearum PH-1]	771	365a5b62145cd6f208f984418ea657302c7be8d2ae3b7d74281fb67a39810b12		I1RE44	1	0	1	fgraminearum::FGRAMPH1_01G04631	resolved	exact_sequence_plus_unified_support		True	fgraminearum::FGRAMPH1_01G04631	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011317770.1	OG0003233	1	1	1	YJL085W	SPBC106.20.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011317770.1	XP_011317770.1 exocyst complex protein EXO70 [Fusarium graminearum PH-1]	632	89cb0b65699d4764e2efc2509cbd4a6ae3c8b62bd4e0656ec47b342abb268a2a		Q4ILI9	1	0	1	fgraminearum::FGRAMPH1_01G04635	resolved	ncbi_protein_id_via_unified_map		True	fgraminearum::FGRAMPH1_01G04635	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011317771.1	OG0003234	1	1	1	YEL032W	SPCC1682.02c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011317771.1	XP_011317771.1 DNA replication licensing factor mcm3 [Fusarium graminearum PH-1]	871	494a2f50b97b79bd6a91ac6cc44caa9e1c1ecc09d7c4cddba15e7aa45aa75489		I1RE46	1	0	1	fgraminearum::FGRAMPH1_01G04637	resolved	exact_sequence_plus_unified_support		True	fgraminearum::FGRAMPH1_01G04637	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011317776.1	OG0001458	1	1	1	YFR037C	SPAC17G6.10.1:pep;SPAC23H3.10.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011317776.1	XP_011317776.1 hypothetical protein FGSG_01925 [Fusarium graminearum PH-1]	671	b32c4e163d306e7e8fbf6b5d32e9fd3cdaebf63eeef28037360e7d9515a7ace8	FGSG_01925	I1RE51	1	1	1	fgraminearum::FGRAMPH1_01G04647	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G04647	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011317778.1	OG0003238	0	1	1		SPBC3B8.01c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high	XP_011317778.1	XP_011317778.1 hypothetical protein FGSG_01927 [Fusarium graminearum PH-1]	522	47fc4a96b00771b1cab85fd9d67e74069486d127fc497e0c8c2d290285ac2d1f	FGSG_01927	I1RE53	1	1	1	fgraminearum::FGRAMPH1_01G04651	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G04651	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011317787.1	OG0003243	1	1	1	YKL165C	SPBC839.08c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011317787.1	XP_011317787.1 GPI ethanolamine phosphate transferase 1 [Fusarium graminearum PH-1]	981	19349a7628ef5f03237f7f3081000198fff04c63bc38ed95dc1aeb7e6424ba10		Q4ILH3	1	0	1	fgraminearum::FGRAMPH1_01G04669	resolved	ncbi_protein_id_via_unified_map		True	fgraminearum::FGRAMPH1_01G04669	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011317805.1	OG0001460	0	1	1		SPAC110.04c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high	XP_011317805.1	XP_011317805.1 heat shock protein Hsp88 [Fusarium graminearum PH-1]	704	3b4b67d3bec3e2c8a9fd67793a873cffa6abdfb8c8caa597258da3cb1c35f7ef			0	0	1	fgraminearum::FGRAMPH1_01G04709	resolved	ncbi_protein_id_via_unified_map		True	fgraminearum::FGRAMPH1_01G04709	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011317806.1	OG0001039	0	1	1		SPAC56F8.03.1:pep	1.0000	18	1.0556	1.0	2	0.9444	1	0	spom_only	high	XP_011317806.1	XP_011317806.1 hypothetical protein FGSG_12035 [Fusarium graminearum PH-1]	1549	08da9bf7e05933139f266c8a84c50b81400afaf353b4c61622d913e63145191c	FGSG_12035		0	2	1	fgraminearum::FGRAMPH1_01G04711	resolved	ncbi_protein_id_via_unified_map		True	fgraminearum::FGRAMPH1_01G04711	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011317807.1	OG0001039	0	1	1		SPAC56F8.03.1:pep	1.0000	18	1.0556	1.0	2	0.9444	1	0	spom_only	high	XP_011317807.1	XP_011317807.1 hypothetical protein FGSG_12036 [Fusarium graminearum PH-1]	407	db46b2006913118f5c620a32d8f98cd4f6438083d52ce1437e73b9d9a8e70690	FGSG_12036		0	1	1	fgraminearum::FGRAMPH1_01G04713	resolved	unified_plus_fgsg_support		True	fgraminearum::FGRAMPH1_01G04713	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011317809.1	OG0003246	0	1	1		SPBC336.11.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high	XP_011317809.1	XP_011317809.1 hypothetical protein FGSG_01954 [Fusarium graminearum PH-1]	663	763f3ab9f4890be2836bdd254df78ef42ae4c795b8bfd22f8fd7f82d9d0b2d96	FGSG_01954		0	1	1	fgraminearum::FGRAMPH1_01G04717	resolved	unified_plus_fgsg_support		True	fgraminearum::FGRAMPH1_01G04717	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011317811.1	OG0003247	1	1	1	YJL025W	SPBC336.09c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011317811.1	XP_011317811.1 hypothetical protein FGSG_12037 [Fusarium graminearum PH-1]	51	4e4a45fae768d289807b4d646f127253217f634d19afa10013bd1455d2542546	FGSG_12037		0	2	1	fgraminearum::FGRAMPH1_01G04721	resolved	ncbi_protein_id_via_unified_map		True	fgraminearum::FGRAMPH1_01G04721	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011317830.1	OG0004251	0	1	1		SPBC3B9.14c.1:pep	0.9444	17	0.9444	1.0	1	0.9444	0	0	spom_only	high	XP_011317830.1	XP_011317830.1 hypothetical protein FGSG_01970 [Fusarium graminearum PH-1]	383	a7c4d24d9a1b87a0cea3eb9f36672f048b5fea7c062c4929c4a8466fe040f11c	FGSG_01970	I1RE89	1	1	1	fgraminearum::FGRAMPH1_01G04757	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G04757	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011317882.1	OG0003251	0	1	1		SPAC926.04c.1:pep	0.9444	17	0.9444	1.0	1	0.9444	0	0	spom_only	high	XP_011317882.1	XP_011317882.1 heat shock protein 90 [Fusarium graminearum PH-1]	700	4a1e2c3be932ffe8990cdb036c178c12cf4235c2277f3da8799aad74b4956334		I1REC7	1	0	1	fgraminearum::FGRAMPH1_01G04861	resolved	exact_sequence_plus_unified_support		True	fgraminearum::FGRAMPH1_01G04861	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011317894.1	OG0002036	0	1	1		SPAC19B12.02c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high	XP_011317894.1	XP_011317894.1 1,3-beta-glucanosyltransferase gel4 precursor [Fusarium graminearum PH-1]	541	36feb09b7a39e9b1ef9c86a5751bf7aea385dad508b3ca0d2941fd26718ad8a3		I1RED5	1	0	1	fgraminearum::FGRAMPH1_01G04885	resolved	exact_sequence_plus_unified_support		True	fgraminearum::FGRAMPH1_01G04885	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011317900.1	OG0002038	1	1	1	YDL007W	SPBC4.07c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011317900.1	XP_011317900.1 26S protease regulatory subunit 4 [Fusarium graminearum PH-1]	456	546f3da275974531c81fff6225dcf6968de4ccd60fe2ce0bb6554e1747d6ce4b			0	0	1	fgraminearum::FGRAMPH1_01G04899	resolved	ncbi_protein_id_via_unified_map		True	fgraminearum::FGRAMPH1_01G04899	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011317947.1	OG0002043	0	1	1		SPAC323.01c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high	XP_011317947.1	XP_011317947.1 hypothetical protein FGSG_02072 [Fusarium graminearum PH-1]	472	29dd30206ceb0f98b9309a5ca282660800001181a971cc58b42657613f11b554	FGSG_02072	I1REI3	1	1	1	fgraminearum::FGRAMPH1_01G04999	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G04999	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011317966.1	OG0003687	0	1	1		SPBC3B9.21.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high	XP_011317966.1	XP_011317966.1 hypothetical protein FGSG_02091 [Fusarium graminearum PH-1]	342	4c9fb362e8e2f515a861ae5844a2b93247fed39e2f85afa588cd6fd6173ed9b6	FGSG_02091		0	1	1	fgraminearum::FGRAMPH1_01G05045	resolved	unified_plus_fgsg_support		True	fgraminearum::FGRAMPH1_01G05045	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011318078.1	OG0001176	1	1	1	YHR188C	SPBC1604.15.1:pep	1.0000	18	1.0556	1.0	2	0.9444	1	0	both	high	XP_011318078.1	XP_011318078.1 hypothetical protein FGSG_02191 [Fusarium graminearum PH-1]	582	302acb83cd1a53380c240bb6167acc8f2d4e7ee1541b9d6be90b63e98968a416	FGSG_02191	I1REU0	1	1	1	fgraminearum::FGRAMPH1_01G05279	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G05279	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011318079.1	OG0002047	1	1	1	YDL087C	SPCC16A11.13.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011318079.1	XP_011318079.1 hypothetical protein FGSG_02192 [Fusarium graminearum PH-1]	258	66b1dedd8d059a141d2d1a788051c066d790ace79b251eccdd8aeff0d432d18f	FGSG_02192		0	1	1	fgraminearum::FGRAMPH1_01G05281	resolved	unified_plus_fgsg_support		True	fgraminearum::FGRAMPH1_01G05281	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011318127.1	OG0002552	0	1	1		SPBC13G1.05.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high	XP_011318127.1	XP_011318127.1 hypothetical protein FGSG_02232 [Fusarium graminearum PH-1]	977	2a2b77403627588a2f5d8e56ee8f595a0f2cd05e74f7e1554816677d3d0aa8d6	FGSG_02232		0	1	1	fgraminearum::FGRAMPH1_01G05379	resolved	unified_plus_fgsg_support		True	fgraminearum::FGRAMPH1_01G05379	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011318376.1	OG0004085	1	0	1	YOR143C		1.0000	18	1.0000	1.0	1	1.0000	1	1	scer_only	high	XP_011318376.1	XP_011318376.1 hypothetical protein FGSG_02454 [Fusarium graminearum PH-1]	259	fe64f094f27a176f9cd64d98e5c80b16c4902013cd0c5ee4b6906cfeb777060b	FGSG_02454	I1RFH9	1	1	1	fgraminearum::FGRAMPH1_01G05887	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G05887	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011318377.1	OG0002875	0	1	1		SPAC57A10.11c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high	XP_011318377.1	XP_011318377.1 hypothetical protein FGSG_02455 [Fusarium graminearum PH-1]	368	0edb0068e6b079c585941c541ee93bfb90acd12f24d4125eddba17069ebb6026	FGSG_02455	Q4IK03	1	1	1	fgraminearum::FGRAMPH1_01G05889	resolved	unified_plus_fgsg_support		True	fgraminearum::FGRAMPH1_01G05889	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011318396.1	OG0002880	1	1	1	YGL201C	SPBC211.04c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011318396.1	XP_011318396.1 DNA replication licensing factor mcm6 [Fusarium graminearum PH-1]	954	f561abacef79678dec846fa5bc6e75ab47fdf0234bfb9125c1f3f99b5e31915b		I1RFJ2	1	0	1	fgraminearum::FGRAMPH1_01G05925	resolved	exact_sequence_plus_unified_support		True	fgraminearum::FGRAMPH1_01G05925	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011318407.1	OG0002884	0	1	1		SPAC4C5.02c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high	XP_011318407.1	XP_011318407.1 hypothetical protein FGSG_02479 [Fusarium graminearum PH-1]	208	7852c0bb4082c92b2bd690824817d56b51e3f8e4f688d14ad9e2a6f726004f03	FGSG_02479	I1RFK0	1	1	1	fgraminearum::FGRAMPH1_01G05949	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G05949	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011318408.1	OG0001377	1	1	1	YOR095C	SPAC144.12.1:pep	1.0000	18	1.0556	1.0	2	0.9444	1	0	both	high	XP_011318408.1	XP_011318408.1 hypothetical protein FGSG_02480 [Fusarium graminearum PH-1]	388	d975b00e2eda857ad3a2302117065d0746088d5d91cc467fc9d3ba1b7c89ef94	FGSG_02480		0	1	1	fgraminearum::FGRAMPH1_01G05951	resolved	unified_plus_fgsg_support		True	fgraminearum::FGRAMPH1_01G05951	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011318409.1	OG0002885	1	1	1	YDR367W	SPAC26H5.13c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011318409.1	XP_011318409.1 hypothetical protein FGSG_02481 [Fusarium graminearum PH-1]	259	ad57eb3477243c015d697d7e0b52934c75c45b0fe6ec32a2ae3528f8047ef4a0	FGSG_02481	I1RFK2	1	1	1	fgraminearum::FGRAMPH1_01G05953	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G05953	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011318424.1	OG0001378	1	1	1	YOL127W	SPBC106.18.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011318424.1	XP_011318424.1 hypothetical protein FGSG_02493 [Fusarium graminearum PH-1]	151	4dff20f63813e3f6381e51d33ad51ca313479c5d7ab7664e482c14450f0628d5	FGSG_02493	I1RFL4	1	1	1	fgraminearum::FGRAMPH1_01G05985	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G05985	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011318428.1	OG0002889	1	1	1	YOL133W	SPAC23H4.18c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011318428.1	XP_011318428.1 RING-box protein 1 [Fusarium graminearum PH-1]	115	0f7525c35607a0d95ea1a22f05dbfc8628ca508e418cf2738a3b01ce4aa28fe2		I1RFL7	1	0	1	fgraminearum::FGRAMPH1_01G05991	resolved	exact_sequence_plus_unified_support		True	fgraminearum::FGRAMPH1_01G05991	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011318427.1	OG0002888	0	1	1		SPBC887.22.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high	XP_011318427.1	XP_011318427.1 hypothetical protein FGSG_02496 [Fusarium graminearum PH-1]	97	72058a7f2456dcfb86dea4575a9cb5a3b8a6d1c8fa112af54e3d6b12fc1f2b96	FGSG_02496	I1RFL6	1	1	1	fgraminearum::FGRAMPH1_01G05993	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G05993	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011318438.1	OG0001380	0	1	1		SPAC13G6.05c.1:pep	1.0000	18	1.0556	1.0	2	0.9444	1	0	spom_only	high	XP_011318438.1	XP_011318438.1 trafficking protein particle complex subunit 6B [Fusarium graminearum PH-1]	165	2a4366242401d73429e8b18a6130fb1cc3eb8b7c7a44906b1c4dd4209127e691			0	0	1	fgraminearum::FGRAMPH1_01G06013	resolved	ncbi_protein_id_via_unified_map		True	fgraminearum::FGRAMPH1_01G06013	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011318443.1	OG0002891	1	1	1	YDR325W	SPCC188.03.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011318443.1	XP_011318443.1 hypothetical protein FGSG_02510 [Fusarium graminearum PH-1]	1021	eee7b66904c1084200977f8fe7a0050a29ca6a7e8dd4ed18331fae56d1dd2254	FGSG_02510	I1RFN0	1	1	1	fgraminearum::FGRAMPH1_01G06023	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G06023	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011318444.1	OG0002892	1	1	1	YPL043W	SPBC4F6.14.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011318444.1	XP_011318444.1 hypothetical protein FGSG_02511 [Fusarium graminearum PH-1]	767	d21410f40ccaa6103fbe28bcd290cd418721188a702a9f69bb0cdf8d043141ed	FGSG_02511	I1RFN1	1	1	1	fgraminearum::FGRAMPH1_01G06025	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G06025	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011318452.1	OG0002893	1	0	1	YML069W		1.0000	18	1.0000	1.0	1	1.0000	1	1	scer_only	high	XP_011318452.1	XP_011318452.1 FACT complex subunit POB3 [Fusarium graminearum PH-1]	569	3f91fa82e73596052effccfeac4e389816ed4462b80814901e578e9ee6c2da32		Q4IJU0	1	0	1	fgraminearum::FGRAMPH1_01G06043	resolved	exact_sequence_plus_unified_support		True	fgraminearum::FGRAMPH1_01G06043	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011318459.1	OG0002895	1	1	1	YAL034W-A	SPBC409.04c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011318459.1	XP_011318459.1 hypothetical protein FGSG_02525 [Fusarium graminearum PH-1]	346	661df26cd01ec6016030e3f657c45beca88a06746da6591c3c4e0a304ca3154c	FGSG_02525	I1RFP3	1	1	1	fgraminearum::FGRAMPH1_01G06059	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G06059	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011318469.1	OG0002898	0	1	1		SPCC126.14.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high	XP_011318469.1	XP_011318469.1 hypothetical protein FGSG_02533 [Fusarium graminearum PH-1]	347	6780aacd72d03a5d176984fef76dd587ce69e5ae2d255feae28cc3074fc7164b	FGSG_02533	I1RFP9	1	1	1	fgraminearum::FGRAMPH1_01G06079	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G06079	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011318471.1	OG0002899	1	1	1	YHR165C	SPAC4F8.12c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011318471.1	XP_011318471.1 pre-mRNA-processing-splicing factor 8 [Fusarium graminearum PH-1]	2370	8871c71b6cd7182f05d5f46cef606df5ee0b95e1d007c0e9fd5a353021f16e37		I1RFQ1	1	0	1	fgraminearum::FGRAMPH1_01G06085	resolved	exact_sequence_plus_unified_support		True	fgraminearum::FGRAMPH1_01G06085	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011318479.1	OG0000684	0	1	1		SPAC664.06.1:pep;SPBC18H10.12c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high	XP_011318479.1	XP_011318479.1 hypothetical protein FGSG_02542 [Fusarium graminearum PH-1]	248	fc288551ddfce8fe5f93d08dd96fadb9cc830ec0a9f0254ac1d9847563908268	FGSG_02542		0	1	1	fgraminearum::FGRAMPH1_01G06103	resolved	unified_plus_fgsg_support		True	fgraminearum::FGRAMPH1_01G06103	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011318480.1	OG0002902	0	1	1		SPBC3B9.17.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	spom_only	high	XP_011318480.1	XP_011318480.1 hypothetical protein FGSG_02543 [Fusarium graminearum PH-1]	237	b619082a05fa91db0b97239912fe0a4815dd5cda47961c1d0ffaf492f5479a4f	FGSG_02543	V6R7V8	1	1	1	fgraminearum::FGRAMPH1_01G06105	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G06105	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011318481.1	OG0002903	1	1	1	YMR309C	SPAC4A8.16c.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011318481.1	XP_011318481.1 hypothetical protein FGSG_02544 [Fusarium graminearum PH-1]	859	2da1bb2894e6cff1fe8dc53566dcac0b47e592f305562e2a94e10496c61d43b2	FGSG_02544	I1RFQ7	1	1	1	fgraminearum::FGRAMPH1_01G06107	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G06107	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011318493.1	OG0002905	1	1	1	YOR168W	SPBC342.02.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011318493.1	XP_011318493.1 glutaminyl-tRNA synthetase [Fusarium graminearum PH-1]	631	4c116f8ecbbbf38ae21fa64eb9b2d7784574d2cc4bc8f9b39f49bcbbf07dcbc5		V6R057	1	0	1	fgraminearum::FGRAMPH1_01G06129	resolved	exact_sequence_plus_unified_support		True	fgraminearum::FGRAMPH1_01G06129	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
XP_011318499.1	OG0002777	1	1	1	YMR229C	SPCC1183.07.1:pep	1.0000	18	1.0000	1.0	1	1.0000	1	1	both	high	XP_011318499.1	XP_011318499.1 hypothetical protein FGSG_02561 [Fusarium graminearum PH-1]	1782	5a206043a333e65cc0ae9fadc1ee96e3b2c5602ca4617371fc995b749ec94019	FGSG_02561	I1RFS3	1	1	1	fgraminearum::FGRAMPH1_01G06141	resolved	exact_sequence_plus_fgsg_support	exact	True	fgraminearum::FGRAMPH1_01G06141	1	keep_first_by_canonical_gene_after_sorted_xp	high_confidence_yeast_transfer_positive_component
