species	canonical_gene_id	raw_gene_id	evidence_source	evidence_source_file	evidence_type	evidence_term_raw	evidence_class	supports_gold_label	used_as_feature	used_as_weight	confidence	needs_manual_review	notes	final_id_status	selection_rule
fgraminearum	fgraminearum::FGRAMPH1_01G24783	FGSG_07423	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1389; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G24969	FGSG_07504	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1548; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G25821	FGRAMPH1_01G25821	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	false	PHI Record Record 12444; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G25825	FGSG_07855	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1390; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G25957	FGSG_07909	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1553; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G25993	FGSG_07924	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1967; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G26211	FGRAMPH1_01G26211	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	false	PHI Record Record 12454; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G26573	FGSG_09660	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1394; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G26635	FGSG_09629	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1570; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G27169	FGSG_09408	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1393; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G27271	FGRAMPH1_01G27271	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	false	PHI Record Record 12450; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G28259	FGSG_08962	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1682; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
fgraminearum	fgraminearum::FGRAMPH1_01G28281	FGSG_08954	phi-base_current.csv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/Fusarium/Evidence/PHI-base/phi-base_current.csv	phi_base_mutant_phenotype	lethal	gold_essential	true	true	false	medium	true	PHI Record Record 1681; Essential_gene_Lethal_knockout=yes	resolved	phi_lethal_supports_gold_excluding_transcript_only_raw_ids_and_requiring_final_canonical_id
