gene_id	recovered	recovery_status	recovery_source_file	recovery_source_type	chosen_source_record_id	candidate_count	chosen_sequence_length
FBgn0266111	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0087015	1	1977
FBgn0266124	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0076190	1	81
FBgn0266129	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0303264	5	1143
FBgn0266137	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0303325	3	807
FBgn0266377	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0310596	12	1050
FBgn0266409	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0310731	5	273
FBgn0266410	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0310736	8	199
FBgn0266420	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0085947	1	424
FBgn0266421	True	recovered	Essential_proteins_NR.fasta	direct_id_fasta	FBgn0266421	1	112
FBgn0266429	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0070550	2	394
FBgn0266430	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0310792	1	76
FBgn0266437	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0402781	1	881
FBgn0266439	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0310800	2	129
FBgn0266441	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0310805	2	429
FBgn0266442	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0310808	1	301
FBgn0266445	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0310811	1	83
FBgn0266449	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0078823	3	276
FBgn0266465	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0082840	1	642
FBgn0266566	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0311012	8	1138
FBgn0266570	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0070616	2	653
FBgn0266579	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0311078	14	717
FBgn0266667	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0076339	1	693
FBgn0266696	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0311337	31	4526
FBgn0266709	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0075628	1	451
FBgn0266710	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0073758	1	149
FBgn0266717	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0304070	5	4976
FBgn0266720	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0081641	1	212
FBgn0266722	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0082570	1	152
FBgn0266757	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0271797	7	1647
FBgn0266758	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0297166	4	853
FBgn0266801	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0311578	6	1876
FBgn0267001	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0311958	11	3387
FBgn0267252	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0312039	8	238
FBgn0267327	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0079854	1	47
FBgn0267337	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0303173	4	952
FBgn0267350	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0303977	2	2154
FBgn0267351	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0085754	2	1038
FBgn0267363	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0312297	1	1009
FBgn0267366	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0084615	1	283
FBgn0267398	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0288749	2	241
FBgn0267431	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0352251	1	2082
FBgn0267432	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0312366	1	4593
FBgn0267435	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0303134	5	1338
FBgn0267486	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0080614	3	682
FBgn0267487	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0072602	5	548
FBgn0267689	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0312501	5	596
FBgn0267690	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0312502	1	666
FBgn0267698	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0306607	9	840
FBgn0267727	True	recovered	NEssential_proteins_NR.fasta	direct_id_fasta	FBgn0267727	1	522
FBgn0267792	True	recovered	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0308449	2	889
