gene_id	in_labels	in_fasta_source	duplicate_id	sequence_length	source_file	source_type	source_record_id	candidate_count	status
FBgn0026056	True	True	False	625	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026056	1	matched
FBgn0026061	True	True	False	467	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026061	1	matched
FBgn0026063	True	True	False	604	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026063	1	matched
FBgn0026076	True	True	False	347	Fly_Essential_genes.xlsx	excel_primary	FBgn0026076	1	matched
FBgn0026077	True	True	False	258	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026077	1	matched
FBgn0026079	True	True	False	746	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026079	1	matched
FBgn0026083	True	True	False	1667	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026083	1	matched
FBgn0026084	True	True	False	129	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026084	1	matched
FBgn0026085	True	True	False	188	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026085	1	matched
FBgn0026090	True	True	False	100	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026090	1	matched
FBgn0026141	True	True	False	89	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026141	1	matched
FBgn0026147	True	True	False	827	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026147	1	matched
FBgn0026148	True	True	False	378	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026148	1	matched
FBgn0026149	True	True	False	154	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026149	1	matched
FBgn0026174	True	True	False	158	Fly_Essential_genes.xlsx	excel_primary	FBgn0026174	1	matched
FBgn0026176	True	True	False	161	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026176	1	matched
FBgn0026189	True	True	False	1013	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026189	1	matched
FBgn0026190	True	True	False	535	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026190	1	matched
FBgn0026197	True	True	False	74	NEssential_proteins_NR.fasta	direct_id_fasta	FBgn0026197	1	matched
FBgn0026263	True	True	False	419	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026263	1	matched
FBgn0026309	True	True	False	700	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026309	1	matched
FBgn0026324	True	True	False	146	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026324	1	matched
FBgn0026326	True	True	False	730	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026326	1	matched
FBgn0026361	True	True	False	422	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026361	1	matched
FBgn0026372	True	True	False	277	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026372	1	matched
FBgn0026375	True	True	False	1621	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026375	1	matched
FBgn0026380	True	True	False	205	Fly_Essential_genes.xlsx	excel_primary	FBgn0026380	1	matched
FBgn0026385	True	True	False	412	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026385	1	matched
FBgn0026386	True	True	False	385	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026386	1	matched
FBgn0026388	True	True	False	381	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026388	1	matched
FBgn0026390	True	True	False	384	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026390	1	matched
FBgn0026391	True	True	False	379	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026391	1	matched
FBgn0026393	True	True	False	403	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026393	1	matched
FBgn0026394	True	True	False	398	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026394	1	matched
FBgn0026398	True	True	False	397	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026398	1	matched
FBgn0026403	True	True	False	1350	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026403	1	matched
FBgn0026417	True	True	False	278	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026417	1	matched
FBgn0026427	True	True	False	3257	Fly_Essential_genes.xlsx	excel_primary	FBgn0026427	1	matched
FBgn0026428	True	True	False	1135	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026428	1	matched
FBgn0026431	True	True	False	650	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026431	1	matched
FBgn0026433	True	True	False	1092	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026433	1	matched
FBgn0026438	True	True	False	579	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026438	1	matched
FBgn0026439	True	True	False	479	Fly_Essential_genes.xlsx	excel_primary	FBgn0026439	1	matched
FBgn0026441	True	True	False	944	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026441	1	matched
FBgn0026565	True	True	False	419	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026565	1	matched
FBgn0026566	True	True	False	186	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026566	1	matched
FBgn0026570	True	True	False	335	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026570	1	matched
FBgn0026577	True	True	False	2663	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026577	1	matched
FBgn0026592	True	True	False	250	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026592	1	matched
FBgn0026593	True	True	False	361	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026593	1	matched
FBgn0026619	True	True	False	278	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026619	1	matched
FBgn0026620	True	True	False	1320	Fly_Essential_genes.xlsx	excel_primary	FBgn0026620	1	matched
FBgn0026630	True	True	False	497	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026630	1	matched
FBgn0026666	True	True	False	130	Fly_Essential_genes.xlsx	excel_primary	FBgn0026666	1	matched
FBgn0026718	True	True	False	271	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026718	1	matched
FBgn0026721	True	True	False	763	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026721	1	matched
FBgn0026737	True	True	False	187	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026737	1	matched
FBgn0026738	True	True	False	312	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026738	1	matched
FBgn0026749	True	True	False	121	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026749	1	matched
FBgn0026751	True	True	False	614	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026751	1	matched
FBgn0026755	True	True	False	537	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026755	1	matched
FBgn0026760	True	True	False	795	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026760	1	matched
FBgn0026761	True	True	False	691	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026761	1	matched
FBgn0026777	True	True	False	414	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026777	1	matched
FBgn0026778	True	True	False	274	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026778	1	matched
FBgn0026869	True	True	False	1738	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0026869	1	matched
FBgn0026878	True	True	False	158	Fly_Essential_genes.xlsx	excel_primary	FBgn0026878	1	matched
FBgn0027052	True	True	False	289	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027052	1	matched
FBgn0027073	True	True	False	532	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027073	1	matched
FBgn0027074	True	True	False	525	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027074	1	matched
FBgn0027083	True	True	False	582	Fly_Essential_genes.xlsx	excel_primary	FBgn0027083	1	matched
FBgn0027086	True	True	False	1229	Fly_Essential_genes.xlsx	excel_primary	FBgn0027086	1	matched
FBgn0027090	True	True	False	778	Fly_Essential_genes.xlsx	excel_primary	FBgn0027090	1	matched
FBgn0027093	True	True	False	665	Fly_Essential_genes.xlsx	excel_primary	FBgn0027093	1	matched
FBgn0027094	True	True	False	966	Fly_Essential_genes.xlsx	excel_primary	FBgn0027094	1	matched
FBgn0027106	True	True	False	361	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027106	1	matched
FBgn0027109	True	True	False	102	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027109	1	matched
FBgn0027279	True	True	False	1300	Fly_Essential_genes.xlsx	excel_primary	FBgn0027279	1	matched
FBgn0027287	True	True	False	1208	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027287	1	matched
FBgn0027329	True	True	False	533	Fly_Essential_genes.xlsx	excel_primary	FBgn0027329	1	matched
FBgn0027335	True	True	False	826	Fly_Essential_genes.xlsx	excel_primary	FBgn0027335	1	matched
FBgn0027342	True	True	False	705	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027342	1	matched
FBgn0027348	True	True	False	666	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027348	1	matched
FBgn0027356	True	True	False	502	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027356	1	matched
FBgn0027359	True	True	False	88	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027359	1	matched
FBgn0027375	True	True	False	470	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027375	1	matched
FBgn0027376	True	True	False	1332	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027376	1	matched
FBgn0027453	True	True	False	276	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027453	1	matched
FBgn0027490	True	True	False	969	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027490	1	matched
FBgn0027494	True	True	False	163	Fly_Essential_genes.xlsx	excel_primary	FBgn0027494	1	matched
FBgn0027496	True	True	False	306	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027496	1	matched
FBgn0027498	True	True	False	419	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027498	1	matched
FBgn0027505	True	True	False	1341	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027505	1	matched
FBgn0027506	True	True	False	747	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027506	1	matched
FBgn0027508	True	True	False	1181	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027508	1	matched
FBgn0027509	True	True	False	1189	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027509	1	matched
FBgn0027512	True	True	False	1398	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027512	1	matched
FBgn0027513	True	True	False	420	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027513	1	matched
FBgn0027514	True	True	False	543	Fly_Essential_genes.xlsx	excel_primary	FBgn0027514	1	matched
FBgn0027515	True	True	False	471	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027515	1	matched
FBgn0027518	True	True	False	776	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027518	1	matched
FBgn0027521	True	True	False	643	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027521	1	matched
FBgn0027524	True	True	False	331	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027524	1	matched
FBgn0027525	True	True	False	493	Fly_Essential_genes.xlsx	excel_primary	FBgn0027525	1	matched
FBgn0027526	True	True	False	320	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027526	1	matched
FBgn0027528	True	True	False	874	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027528	1	matched
FBgn0027529	True	True	False	879	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027529	1	matched
FBgn0027532	True	True	False	969	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027532	1	matched
FBgn0027538	True	True	False	403	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027538	1	matched
FBgn0027544	True	True	False	364	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027544	1	matched
FBgn0027547	True	True	False	213	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027547	1	matched
FBgn0027550	True	True	False	675	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027550	1	matched
FBgn0027554	True	True	False	656	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027554	1	matched
FBgn0027556	True	True	False	538	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027556	1	matched
FBgn0027558	True	True	False	667	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027558	1	matched
FBgn0027562	True	True	False	552	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027562	1	matched
FBgn0027563	True	True	False	439	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027563	1	matched
FBgn0027565	True	True	False	448	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027565	1	matched
FBgn0027567	True	True	False	919	Fly_Essential_genes.xlsx	excel_primary	FBgn0027567	1	matched
FBgn0027569	True	True	False	601	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027569	1	matched
FBgn0027570	True	True	False	774	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027570	1	matched
FBgn0027574	True	True	False	581	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027574	1	matched
FBgn0027575	True	True	False	1221	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027575	1	matched
FBgn0027579	True	True	False	786	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027579	1	matched
FBgn0027581	True	True	False	728	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027581	1	matched
FBgn0027582	True	True	False	1225	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027582	1	matched
FBgn0027583	True	True	False	326	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027583	1	matched
FBgn0027586	True	True	False	262	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027586	1	matched
FBgn0027590	True	True	False	223	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027590	1	matched
FBgn0027594	True	True	False	594	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027594	1	matched
FBgn0027596	True	True	False	1294	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027596	1	matched
FBgn0027597	True	True	False	384	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027597	1	matched
FBgn0027599	True	True	False	540	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027599	1	matched
FBgn0027600	True	True	False	337	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027600	1	matched
FBgn0027601	True	True	False	597	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027601	1	matched
FBgn0027602	True	True	False	975	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027602	1	matched
FBgn0027608	True	True	False	368	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027608	1	matched
FBgn0027610	True	True	False	280	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027610	1	matched
FBgn0027611	True	True	False	1080	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027611	1	matched
FBgn0027615	True	True	False	441	Fly_Essential_genes.xlsx	excel_primary	FBgn0027615	1	matched
FBgn0027616	True	True	False	721	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027616	1	matched
FBgn0027654	True	True	False	182	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027654	1	matched
FBgn0027655	True	True	False	3583	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027655	1	matched
FBgn0027780	True	True	False	1012	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027780	1	matched
FBgn0027786	True	True	False	316	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027786	1	matched
FBgn0027788	True	True	False	425	Fly_Essential_genes.xlsx	excel_primary	FBgn0027788	1	matched
FBgn0027790	True	True	False	293	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027790	1	matched
FBgn0027791	True	True	False	490	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027791	1	matched
FBgn0027793	True	True	False	260	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027793	1	matched
FBgn0027836	True	True	False	669	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027836	1	matched
FBgn0027843	True	True	False	335	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027843	1	matched
FBgn0027864	True	True	False	343	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027864	1	matched
FBgn0027872	True	True	False	273	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027872	1	matched
FBgn0027903	True	True	False	431	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027903	1	matched
FBgn0027949	True	True	False	381	dmel-all-translation-r6.67.fasta.gz	translation_parent	FBpp0080799	1	matched
FBgn0027950	True	True	False	339	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0027950	1	matched
FBgn0028370	True	True	False	1021	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028370	1	matched
FBgn0028371	True	True	False	2955	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028371	1	matched
FBgn0028372	True	True	False	557	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028372	1	matched
FBgn0028379	True	True	False	218	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028379	1	matched
FBgn0028380	True	True	False	368	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028380	1	matched
FBgn0028381	True	True	False	308	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028381	1	matched
FBgn0028394	True	True	False	423	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028394	1	matched
FBgn0028399	True	True	False	456	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028399	1	matched
FBgn0028400	True	True	False	474	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028400	1	matched
FBgn0028402	True	True	False	486	Fly_Essential_genes.xlsx	excel_primary	FBgn0028402	1	matched
FBgn0028406	True	True	False	450	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028406	1	matched
FBgn0028408	True	True	False	549	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028408	1	matched
FBgn0028410	True	True	False	392	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028410	1	matched
FBgn0028412	True	True	False	359	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028412	1	matched
FBgn0028418	True	True	False	160	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028418	1	matched
FBgn0028424	True	True	False	439	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028424	1	matched
FBgn0028429	True	True	False	205	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028429	1	matched
FBgn0028430	True	True	False	156	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028430	1	matched
FBgn0028434	True	True	False	259	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028434	1	matched
FBgn0028436	True	True	False	409	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028436	1	matched
FBgn0028467	True	True	False	993	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028467	1	matched
FBgn0028476	True	True	False	1078	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028476	1	matched
FBgn0028479	True	True	False	744	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028479	1	matched
FBgn0028481	True	True	False	938	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028481	1	matched
FBgn0028482	True	True	False	719	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028482	1	matched
FBgn0028487	True	True	False	693	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028487	1	matched
FBgn0028490	True	True	False	682	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028490	1	matched
FBgn0028491	True	True	False	803	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028491	1	matched
FBgn0028496	True	True	False	1701	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028496	1	matched
FBgn0028497	True	True	False	761	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028497	1	matched
FBgn0028499	True	True	False	708	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028499	1	matched
FBgn0028507	True	True	False	337	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028507	1	matched
FBgn0028509	True	True	False	927	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028509	1	matched
FBgn0028514	True	True	False	910	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028514	1	matched
FBgn0028516	True	True	False	472	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028516	1	matched
FBgn0028520	True	True	False	302	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028520	1	matched
FBgn0028523	True	True	False	455	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028523	1	matched
FBgn0028525	True	True	False	570	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028525	1	matched
FBgn0028526	True	True	False	333	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028526	1	matched
FBgn0028527	True	True	False	513	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028527	1	matched
FBgn0028530	True	True	False	410	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028530	1	matched
FBgn0028531	True	True	False	511	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028531	1	matched
FBgn0028532	True	True	False	250	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028532	1	matched
FBgn0028533	True	True	False	297	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028533	1	matched
FBgn0028534	True	True	False	287	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028534	1	matched
FBgn0028542	True	True	False	448	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028542	1	matched
FBgn0028543	True	True	False	421	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028543	1	matched
FBgn0028544	True	True	False	277	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028544	1	matched
FBgn0028546	True	True	False	283	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028546	1	matched
FBgn0028550	True	True	False	687	Fly_Essential_genes.xlsx	excel_primary	FBgn0028550	1	matched
FBgn0028552	True	True	False	302	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028552	1	matched
FBgn0028561	True	True	False	476	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028561	1	matched
FBgn0028562	True	True	False	491	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028562	1	matched
FBgn0028563	True	True	False	507	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028563	1	matched
FBgn0028569	True	True	False	115	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028569	1	matched
FBgn0028570	True	True	False	97	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028570	1	matched
FBgn0028579	True	True	False	880	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028579	1	matched
FBgn0028581	True	True	False	279	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028581	1	matched
FBgn0028645	True	True	False	327	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028645	1	matched
FBgn0028669	True	True	False	904	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028669	1	matched
FBgn0028675	True	True	False	2171	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028675	1	matched
FBgn0028683	True	True	False	116	Fly_Essential_genes.xlsx	excel_primary	FBgn0028683	1	matched
FBgn0028684	True	True	False	428	Fly_Essential_genes.xlsx	excel_primary	FBgn0028684	1	matched
FBgn0028688	True	True	False	389	Fly_Essential_genes.xlsx	excel_primary	FBgn0028688	1	matched
FBgn0028689	True	True	False	439	Fly_Essential_genes.xlsx	excel_primary	FBgn0028689	1	matched
FBgn0028699	True	True	False	449	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028699	1	matched
FBgn0028703	True	True	False	604	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028703	1	matched
FBgn0028704	True	True	False	872	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028704	1	matched
FBgn0028707	True	True	False	345	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028707	1	matched
FBgn0028708	True	True	False	242	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028708	1	matched
FBgn0028717	True	True	False	723	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028717	1	matched
FBgn0028734	True	True	False	681	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028734	1	matched
FBgn0028740	True	True	False	624	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028740	1	matched
FBgn0028746	True	True	False	99	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028746	1	matched
FBgn0028833	True	True	False	253	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028833	1	matched
FBgn0028838	True	True	False	364	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028838	1	matched
FBgn0028847	True	True	False	328	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028847	1	matched
FBgn0028848	True	True	False	626	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028848	1	matched
FBgn0028852	True	True	False	438	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028852	1	matched
FBgn0028853	True	True	False	292	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028853	1	matched
FBgn0028855	True	True	False	79	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028855	1	matched
FBgn0028856	True	True	False	372	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028856	1	matched
FBgn0028857	True	True	False	352	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028857	1	matched
FBgn0028858	True	True	False	182	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028858	1	matched
FBgn0028862	True	True	False	882	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028862	1	matched
FBgn0028871	True	True	False	218	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028871	1	matched
FBgn0028872	True	True	False	548	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028872	1	matched
FBgn0028878	True	True	False	587	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028878	1	matched
FBgn0028879	True	True	False	1259	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028879	1	matched
FBgn0028880	True	True	False	146	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028880	1	matched
FBgn0028884	True	True	False	190	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028884	1	matched
FBgn0028886	True	True	False	639	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028886	1	matched
FBgn0028887	True	True	False	1801	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028887	1	matched
FBgn0028893	True	True	False	497	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028893	1	matched
FBgn0028894	True	True	False	138	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028894	1	matched
FBgn0028895	True	True	False	413	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028895	1	matched
FBgn0028897	True	True	False	308	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028897	1	matched
FBgn0028899	True	True	False	2353	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028899	1	matched
FBgn0028902	True	True	False	585	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028902	1	matched
FBgn0028913	True	True	False	151	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028913	1	matched
FBgn0028916	True	True	False	948	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028916	1	matched
FBgn0028919	True	True	False	247	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028919	1	matched
FBgn0028920	True	True	False	260	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028920	1	matched
FBgn0028926	True	True	False	183	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028926	1	matched
FBgn0028931	True	True	False	555	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028931	1	matched
FBgn0028932	True	True	False	258	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028932	1	matched
FBgn0028935	True	True	False	526	Fly_NonEssential_genes.xlsx	excel_primary	FBgn0028935	1	matched
