canonical_gene_id	graph_gene_id	label	label_text	regime	construction_bucket	source_manifest	source_gene_id	mapping_rule	mapping_source	construction_note
fgraminearum::FGRAMPH1_01G06799	FGRAMPH1_01G06799	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G06799	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G06811	FGRAMPH1_01G06811	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G06811	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G06831	FGRAMPH1_01G06831	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G06831	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G07007	FGRAMPH1_01G07007	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G07007	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G07073	FGRAMPH1_01G07073	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G07073	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G07127	FGRAMPH1_01G07127	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G07127	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G07133	FGRAMPH1_01G07133	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G07133	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G07179	FGRAMPH1_01G07179	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G07179	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G07195	FGRAMPH1_01G07195	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G07195	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G07201	FGRAMPH1_01G07201	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G07201	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G07211	FGRAMPH1_01G07211	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G07211	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G07253	FGRAMPH1_01G07253	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G07253	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G07261	FGRAMPH1_01G07261	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G07261	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G07271	FGRAMPH1_01G07271	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G07271	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G07355	FGRAMPH1_01G07355	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G07355	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G07385	FGRAMPH1_01G07385	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G07385	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G07419	FGRAMPH1_01G07419	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G07419	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G07427	FGRAMPH1_01G07427	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G07427	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G07467	FGRAMPH1_01G07467	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G07467	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G07487	FGRAMPH1_01G07487	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G07487	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G07533	FGRAMPH1_01G07533	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G07533	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G07591	FGRAMPH1_01G07591	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G07591	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G07619	FGRAMPH1_01G07619	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G07619	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G07645	FGRAMPH1_01G07645	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G07645	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G07703	FGRAMPH1_01G07703	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G07703	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G07773	FGRAMPH1_01G07773	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G07773	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G07795	FGRAMPH1_01G07795	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G07795	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G07891	FGRAMPH1_01G07891	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G07891	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G07915	FGRAMPH1_01G07915	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G07915	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G07959	FGRAMPH1_01G07959	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G07959	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G07971	FGRAMPH1_01G07971	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G07971	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G08153	FGRAMPH1_01G08153	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G08153	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G08269	FGRAMPH1_01G08269	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G08269	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G08281	FGRAMPH1_01G08281	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G08281	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G08303	FGRAMPH1_01G08303	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G08303	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G08305	FGRAMPH1_01G08305	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G08305	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G08337	FGRAMPH1_01G08337	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G08337	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G08389	FGRAMPH1_01G08389	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G08389	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G08565	FGRAMPH1_01G08565	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G08565	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G08845	FGRAMPH1_01G08845	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G08845	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G09029	FGRAMPH1_01G09029	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G09029	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G09193	FGRAMPH1_01G09193	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G09193	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G09259	FGRAMPH1_01G09259	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G09259	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G09301	FGRAMPH1_01G09301	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G09301	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G09815	FGRAMPH1_01G09815	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G09815	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G09843	FGRAMPH1_01G09843	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G09843	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G09863	FGRAMPH1_01G09863	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G09863	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G10037	FGRAMPH1_01G10037	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G10037	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G10041	FGRAMPH1_01G10041	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G10041	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G10051	FGRAMPH1_01G10051	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G10051	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G10071	FGRAMPH1_01G10071	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G10071	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G10185	FGRAMPH1_01G10185	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G10185	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G10189	FGRAMPH1_01G10189	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G10189	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G10289	FGRAMPH1_01G10289	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G10289	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G10339	FGRAMPH1_01G10339	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G10339	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G10397	FGRAMPH1_01G10397	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G10397	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G10407	FGRAMPH1_01G10407	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G10407	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G10441	FGRAMPH1_01G10441	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G10441	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G10493	FGRAMPH1_01G10493	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G10493	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G10563	FGRAMPH1_01G10563	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G10563	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G10579	FGRAMPH1_01G10579	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G10579	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G10607	FGRAMPH1_01G10607	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G10607	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G10651	FGRAMPH1_01G10651	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G10651	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G10657	FGRAMPH1_01G10657	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G10657	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G10683	FGRAMPH1_01G10683	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G10683	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G10701	FGRAMPH1_01G10701	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G10701	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G10781	FGRAMPH1_01G10781	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G10781	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G10979	FGRAMPH1_01G10979	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G10979	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G11011	FGRAMPH1_01G11011	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G11011	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G11143	FGRAMPH1_01G11143	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G11143	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
fgraminearum::FGRAMPH1_01G11167	FGRAMPH1_01G11167	1	essential	oldlabel	historical_old440_positive_replay	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	FGRAMPH1_01G11167	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	Included because the historical old440 `gene_list.txt` replay mapped this source gene to a canonical Fusarium gene with target label 1.
