canonical_gene_id	graph_gene_id	label	label_text	regime	construction_bucket	source_manifest	construction_note
fgraminearum::FGRAMPH1_01G01371	FGRAMPH1_01G01371	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01373	FGRAMPH1_01G01373	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01375	FGRAMPH1_01G01375	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01377	FGRAMPH1_01G01377	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01381	FGRAMPH1_01G01381	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01383	FGRAMPH1_01G01383	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01389	FGRAMPH1_01G01389	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01391	FGRAMPH1_01G01391	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01393	FGRAMPH1_01G01393	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01395	FGRAMPH1_01G01395	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01399	FGRAMPH1_01G01399	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01401	FGRAMPH1_01G01401	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01403	FGRAMPH1_01G01403	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01405	FGRAMPH1_01G01405	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01411	FGRAMPH1_01G01411	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01413	FGRAMPH1_01G01413	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01415	FGRAMPH1_01G01415	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01417	FGRAMPH1_01G01417	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01419	FGRAMPH1_01G01419	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01425	FGRAMPH1_01G01425	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01427	FGRAMPH1_01G01427	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01431	FGRAMPH1_01G01431	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01437	FGRAMPH1_01G01437	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01441	FGRAMPH1_01G01441	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01451	FGRAMPH1_01G01451	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01453	FGRAMPH1_01G01453	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01455	FGRAMPH1_01G01455	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01457	FGRAMPH1_01G01457	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01459	FGRAMPH1_01G01459	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01463	FGRAMPH1_01G01463	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01465	FGRAMPH1_01G01465	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01467	FGRAMPH1_01G01467	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01469	FGRAMPH1_01G01469	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01471	FGRAMPH1_01G01471	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01473	FGRAMPH1_01G01473	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01479	FGRAMPH1_01G01479	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01481	FGRAMPH1_01G01481	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01483	FGRAMPH1_01G01483	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01485	FGRAMPH1_01G01485	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01489	FGRAMPH1_01G01489	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01491	FGRAMPH1_01G01491	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01495	FGRAMPH1_01G01495	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01497	FGRAMPH1_01G01497	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01499	FGRAMPH1_01G01499	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01503	FGRAMPH1_01G01503	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01505	FGRAMPH1_01G01505	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01507	FGRAMPH1_01G01507	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01509	FGRAMPH1_01G01509	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01511	FGRAMPH1_01G01511	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01515	FGRAMPH1_01G01515	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01517	FGRAMPH1_01G01517	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01523	FGRAMPH1_01G01523	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01525	FGRAMPH1_01G01525	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01527	FGRAMPH1_01G01527	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01529	FGRAMPH1_01G01529	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01531	FGRAMPH1_01G01531	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01533	FGRAMPH1_01G01533	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01537	FGRAMPH1_01G01537	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01539	FGRAMPH1_01G01539	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01541	FGRAMPH1_01G01541	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01543	FGRAMPH1_01G01543	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01547	FGRAMPH1_01G01547	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01553	FGRAMPH1_01G01553	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01555	FGRAMPH1_01G01555	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01559	FGRAMPH1_01G01559	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01561	FGRAMPH1_01G01561	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01563	FGRAMPH1_01G01563	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01565	FGRAMPH1_01G01565	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01567	FGRAMPH1_01G01567	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01569	FGRAMPH1_01G01569	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01571	FGRAMPH1_01G01571	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01573	FGRAMPH1_01G01573	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01575	FGRAMPH1_01G01575	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01577	FGRAMPH1_01G01577	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01579	FGRAMPH1_01G01579	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01581	FGRAMPH1_01G01581	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01583	FGRAMPH1_01G01583	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01585	FGRAMPH1_01G01585	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01589	FGRAMPH1_01G01589	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01593	FGRAMPH1_01G01593	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01595	FGRAMPH1_01G01595	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01597	FGRAMPH1_01G01597	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01599	FGRAMPH1_01G01599	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01603	FGRAMPH1_01G01603	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01605	FGRAMPH1_01G01605	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01607	FGRAMPH1_01G01607	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01609	FGRAMPH1_01G01609	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01615	FGRAMPH1_01G01615	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01617	FGRAMPH1_01G01617	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01619	FGRAMPH1_01G01619	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01621	FGRAMPH1_01G01621	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01623	FGRAMPH1_01G01623	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01629	FGRAMPH1_01G01629	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01639	FGRAMPH1_01G01639	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01641	FGRAMPH1_01G01641	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01643	FGRAMPH1_01G01643	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01645	FGRAMPH1_01G01645	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01647	FGRAMPH1_01G01647	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01649	FGRAMPH1_01G01649	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01651	FGRAMPH1_01G01651	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01653	FGRAMPH1_01G01653	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01665	FGRAMPH1_01G01665	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
fgraminearum::FGRAMPH1_01G01669	FGRAMPH1_01G01669	0	non-essential	oldlabel	historical_negative_pool_minus_old440_positive_overlap	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	Included in the preserved oldlabel negative pool after removing overlap with the old440 positive replay set.
