gene_id	score_ORT_EXP_SUB	score_ORT_EXP_SUB_ESM2	rank_ORT_EXP_SUB	rank_ORT_EXP_SUB_ESM2	percentile_ORT_EXP_SUB	percentile_ORT_EXP_SUB_ESM2	delta_score	delta_rank	true_label	in_top100	in_top200	in_top500	in_top5percent
FGRAMPH1_01G26663	0.8752272129058838	0.9942046999931335	747	31	0.9427079333384533	0.9976960294908225	0.11897748708724976	716	1.0	True	True	True	True
FGRAMPH1_01G02301	0.8611177802085876	0.9799606204032898	853	175	0.9345672375393594	0.9866369710467706	0.11884284019470215	678	1.0	False	True	True	True
FGRAMPH1_01G27641	0.8635189533233643	0.9821712970733644	835	143	0.935949619844866	0.9890945395898932	0.11865234375000011	692	1.0	False	True	True	True
FGRAMPH1_01G19513	0.8529975414276123	0.9706304669380188	911	283	0.9301128945549497	0.9783426772137317	0.1176329255104065	628	1.0	False	False	True	True
FGRAMPH1_01G02533	0.8495358824729919	0.9664031267166138	941	328	0.9278089240457722	0.9748867214499655	0.11686724424362183	613		False	False	True	True
FGRAMPH1_01G17725	0.8406909108161926	0.9560531377792358	1004	439	0.9229705859764995	0.9663620305660088	0.11536222696304321	565	1.0	False	False	True	True
FGRAMPH1_01G19463	0.8735769391059875	0.9884248971939088	766	77	0.9412487520159742	0.9941632747100837	0.11484795808792125	689	1.0	True	True	True	True
FGRAMPH1_01G24129	0.8676230311393738	0.9803988337516784	812	170	0.9377159972352354	0.9870209661316335	0.11277580261230458	642	1.0	False	True	True	True
FGRAMPH1_01G14649	0.8661332726478577	0.978194534778595	819	198	0.9371784041164273	0.9848705936564012	0.1120612621307373	621	1.0	False	True	True	True
FGRAMPH1_01G04571	0.8476516008377075	0.9585601091384888	961	415	0.9262729437063205	0.9682052069733508	0.11090850830078125	546	1.0	False	False	True	True
FGRAMPH1_01G20325	0.8508194088935852	0.9614243507385254	930	384	0.9286537132324706	0.9705859764995008	0.11060494184494019	546	0.0	False	False	True	True
FGRAMPH1_01G02011	0.8682528138160706	0.978789746761322	802	191	0.9384839874049612	0.9854081867752092	0.11053693294525146	611	1.0	False	True	True	True
FGRAMPH1_01G17899	0.8784961700439453	0.9879790544509888	722	82	0.9446279087627678	0.9937792796252208	0.10948288440704346	640	1.0	True	True	True	True
FGRAMPH1_01G24247	0.8806950449943542	0.9894493222236632	708	69	0.945703095000384	0.9947776668458643	0.10875427722930897	639	1.0	True	True	True	True
FGRAMPH1_01G23329	0.8736265897750854	0.9813308119773864	765	160	0.9413255510329468	0.9877889563013593	0.10770422220230091	605	1.0	False	True	True	True
FGRAMPH1_01G07959	0.8550293445587158	0.9613506197929382	893	385	0.9314952768604562	0.9705091774825282	0.10632127523422241	508	1.0	False	False	True	True
FGRAMPH1_01G17419	0.8874202370643616	0.9936965107917786	654	33	0.9498502419169035	0.9975424314568774	0.10627627372741699	621	0.0	True	True	True	True
FGRAMPH1_01G02937	0.8804903030395508	0.9866144061088562	710	98	0.9455494969664389	0.9925504953536595	0.10612410306930542	612	1.0	True	True	True	True
FGRAMPH1_01G20299	0.8746275305747986	0.9801040887832642	753	174	0.9422471392366177	0.9867137700637432	0.10547655820846558	579	1.0	False	True	True	True
FGRAMPH1_01G24057	0.8549365997314453	0.9603674411773682	894	396	0.9314184778434836	0.9696643882958298	0.10543084144592285	498	1.0	False	False	True	True
FGRAMPH1_01G01289	0.8617777228355408	0.9660270810127258	850	330	0.9347976345902772	0.9747331234160203	0.10424935817718506	520	1.0	False	False	True	True
FGRAMPH1_01G09977	0.8588405847549438	0.9616773724555968	869	381	0.9333384532677982	0.9708163735504185	0.10283678770065297	488	1.0	False	False	True	True
FGRAMPH1_01G01609	0.85849928855896	0.9609779119491576	870	387	0.9332616542508256	0.9703555794485831	0.10247862339019764	483	0.0	False	False	True	True
FGRAMPH1_01G17897	0.8727991580963135	0.975150465965271	772	231	0.9407879579141387	0.982336226096306	0.10235130786895752	541	1.0	False	False	True	True
FGRAMPH1_01G23117	0.8886951804161072	0.9908854365348816	645	58	0.9505414330696567	0.9956224560325628	0.10219025611877441	587	1.0	True	True	True	False
FGRAMPH1_01G24029	0.8739438652992249	0.975836217403412	759	225	0.9417863451347823	0.9827970201981414	0.10189235210418712	534	1.0	False	False	True	True
FGRAMPH1_01G18739	0.8577491044998169	0.9595733880996704	873	403	0.9330312571999079	0.9691267951770217	0.10182428359985352	470	1.0	False	False	True	True
FGRAMPH1_01G10335	0.8889588117599487	0.9889734387397766	643	74	0.9506950311036019	0.9943936717610015	0.10001462697982788	569	1.0	True	True	True	False
FGRAMPH1_01G11109	0.8562986254692078	0.9562400579452516	886	435	0.9320328699792643	0.9666692266338991	0.09994143247604381	451	1.0	False	False	True	True
FGRAMPH1_01G01037	0.8809573650360107	0.9804574847221376	706	169	0.9458566930343292	0.9870977651486061	0.09950011968612682	537	0.0	False	True	True	True
FGRAMPH1_01G18117	0.8864170908927917	0.985895037651062	664	102	0.9490822517471776	0.9922432992857692	0.09947794675827026	562	1.0	False	True	True	True
FGRAMPH1_01G09997	0.8734859824180603	0.9718379974365234	767	268	0.9411719529990016	0.9794946624683204	0.09835201501846313	499	1.0	False	False	True	True
FGRAMPH1_01G02753	0.8736432194709778	0.9717535376548768	764	270	0.9414023500499193	0.9793410644343752	0.09811031818389904	494	1.0	False	False	True	True
FGRAMPH1_01G07565	0.862625241279602	0.9601730108261108	842	399	0.9354120267260579	0.969433991244912	0.09754776954650879	443	1.0	False	False	True	True
FGRAMPH1_01G07689	0.862632155418396	0.9598416686058044	841	400	0.9354888257430305	0.9693571922279395	0.09720951318740845	441	1.0	False	False	True	True
FGRAMPH1_01G17375	0.8742929100990295	0.9705825448036194	756	284	0.9420167421857	0.978265878196759	0.09628963470458984	472	1.0	False	False	True	True
FGRAMPH1_01G27019	0.8957362174987793	0.9915415644645692	590	52	0.9547653790031487	0.9960832501343982	0.0958053469657899	538		True	True	True	False
FGRAMPH1_01G24959	0.8879886865615845	0.9834561944007874	649	132	0.9502342370017663	0.9899393287765916	0.09546750783920288	517	1.0	False	True	True	False
FGRAMPH1_01G04575	0.8828863501548767	0.9776930212974548	690	203	0.9470854773058904	0.9844865985715383	0.09480667114257812	487	0.0	False	False	True	True
FGRAMPH1_01G20477	0.8969297409057617	0.9914013743400574	575	55	0.9559173642577375	0.9958528530834805	0.09447163343429565	520	0.0	True	True	True	False
FGRAMPH1_01G19281	0.8875802755355835	0.9813605546951294	653	158	0.949927040933876	0.9879425543353045	0.0937802791595459	495	1.0	False	True	True	True
FGRAMPH1_01G22713	0.8684447407722473	0.9617286324501038	800	379	0.9386375854389064	0.9709699715843637	0.09328389167785645	421	1.0	False	False	True	True
FGRAMPH1_01G10493	0.8994687795639038	0.992731750011444	559	43	0.9571461485292988	0.9967744412871515	0.09326297044754017	516	1.0	True	True	True	False
FGRAMPH1_01G24809	0.8865610361099243	0.9793514013290404	660	183	0.949389447815068	0.98602257891099	0.0927903652191161	477	0.0	False	True	True	True
FGRAMPH1_01G24583	0.8739068508148193	0.9664445519447328	761	327	0.9416327471008371	0.974963520466938	0.09253770112991344	434	1.0	False	False	True	True
FGRAMPH1_01G01033	0.8673223257064819	0.95918869972229	815	406	0.9374856001843177	0.968896398126104	0.0918663740158081	409	1.0	False	False	True	True
FGRAMPH1_01G04647	0.8654881715774536	0.956533432006836	825	431	0.9367176100145919	0.9669764227017894	0.09104526042938244	394	1.0	False	False	True	True
FGRAMPH1_01G06929	0.9055054783821106	0.9965083003044128	514	7	0.960602104293065	0.9995392058981645	0.09100282192230225	507	1.0	True	True	True	False
FGRAMPH1_01G19491	0.8864406943321228	0.9773352146148682	662	207	0.9492358497811229	0.984179402503648	0.09089452028274536	455	1.0	False	False	True	True
FGRAMPH1_01G23591	0.8930094838142395	0.9838983416557312	610	122	0.953229398663697	0.9907073189463175	0.0908888578414917	488	1.0	False	True	True	False
FGRAMPH1_01G19519	0.8705562949180603	0.960379123687744	790	395	0.9394055756086322	0.9697411873128023	0.08982282876968373	395	1.0	False	False	True	True
FGRAMPH1_01G28187	0.8618029356002808	0.951599895954132	849	495	0.9348744336072499	0.9620612856155442	0.08979696035385121	354	1.0	False	False	True	True
FGRAMPH1_01G27049	0.8893216252326965	0.9766592979431152	639	213	0.9510022271714922	0.9837186084018125	0.0873376727104187	426	1.0	False	False	True	False
FGRAMPH1_01G07659	0.8974208235740662	0.9830665588378906	573	136	0.9560709622916826	0.9896321327087013	0.08564573526382446	437	1.0	False	True	True	False
FGRAMPH1_01G19633	0.8860620260238647	0.9714623093605042	666	274	0.9489286537132324	0.9790338683664849	0.0854002833366394	392	1.0	False	False	True	True
FGRAMPH1_01G01625	0.8944064974784851	0.9788973331451416	596	189	0.9543045849013133	0.9855617848091545	0.0844908356666565	407	1.0	False	True	True	False
FGRAMPH1_01G05949	0.8868440389633179	0.9699066281318665	658	289	0.9495430458490132	0.9778818831118962	0.08306258916854858	369	1.0	False	False	True	True
FGRAMPH1_01G16845	0.8948333263397217	0.9775462746620178	595	205	0.9543813839182859	0.9843330005375931	0.08271294832229614	390	1.0	False	False	True	False
FGRAMPH1_01G11155	0.9029442071914672	0.985148310661316	528	107	0.9595269180554489	0.9918593042009062	0.08220410346984885	421	0.0	False	True	True	False
FGRAMPH1_01G02971	0.8744672536849976	0.956516444683075	754	432	0.9421703402196452	0.9668996236848169	0.08204919099807739	322	1.0	False	False	True	True
FGRAMPH1_01G24437	0.8925138115882874	0.9737964868545532	615	249	0.9528454035788342	0.9809538437907995	0.08128267526626587	366	0.0	False	False	True	False
FGRAMPH1_01G02725	0.9010255336761476	0.9814186096191406	542	157	0.9584517318178327	0.9880193533522771	0.08039307594299305	385	1.0	False	True	True	False
FGRAMPH1_01G26685	0.8905861377716064	0.9706674218177797	630	282	0.9516934183242455	0.9784194762307042	0.0800812840461732	348	0.0	False	False	True	False
FGRAMPH1_01G26283	0.8914451003074646	0.9713245034217834	625	276	0.9520774134091083	0.9788802703325398	0.07987940311431885	349	1.0	False	False	True	False
FGRAMPH1_01G20769	0.8779205679893494	0.9576314091682434	728	426	0.9441671146609323	0.9673604177866524	0.07971084117889404	302	1.0	False	False	True	True
FGRAMPH1_01G07201	0.8848239779472351	0.9643408060073853	672	352	0.948467859611397	0.9730435450426235	0.07951682806015015	320		False	False	True	True
FGRAMPH1_01G16609	0.8747097253799438	0.954145610332489	751	459	0.942400737270563	0.9648260502265571	0.07943588495254517	292	1.0	False	False	True	True
FGRAMPH1_01G20199	0.8895360827445984	0.9682378172874452	638	311	0.9510790261884647	0.9761923047384994	0.07870173454284679	327	1.0	False	False	True	False
FGRAMPH1_01G26031	0.8994272351264954	0.9765077829360962	562	217	0.956915751478381	0.9834114123339222	0.07708054780960083	345	1.0	False	False	True	False
FGRAMPH1_01G19069	0.8752162456512451	0.952158510684967	748	484	0.9426311343214807	0.9629060748022426	0.07694226503372192	264	0.0	False	False	True	True
FGRAMPH1_01G23799	0.8995815515518188	0.97633558511734	558	219	0.9572229475462715	0.9832578142999769	0.07675403356552113	339	1.0	False	False	True	False
FGRAMPH1_01G26417	0.8996677994728088	0.9762997031211852	557	221	0.957299746563244	0.9831042162660318	0.07663190364837635	336	0.0	False	False	True	False
FGRAMPH1_01G00511	0.8975970149040222	0.9740968942642212	572	247	0.9561477613086552	0.9811074418247446	0.07649987936019897	325	0.0	False	False	True	False
FGRAMPH1_01G23613	0.8908767104148865	0.9670903086662292	628	322	0.9518470163581906	0.975347515551801	0.07621359825134277	306	1.0	False	False	True	False
FGRAMPH1_01G19433	0.8963723182678223	0.9718001484870912	583	269	0.9553029721219568	0.9794178634513478	0.07542783021926891	314	1.0	False	False	True	False
FGRAMPH1_01G27173	0.896212100982666	0.971464216709137	584	273	0.9552261731049843	0.9791106673834575	0.07525211572647095	311	1.0	False	False	True	False
FGRAMPH1_01G22627	0.8916628360748291	0.9647601842880248	623	350	0.9522310114430536	0.9731971430765686	0.07309734821319569	273	1.0	False	False	True	False
FGRAMPH1_01G17613	0.8923473954200745	0.9653915762901306	617	341	0.952691805544889	0.9738883342293219	0.07304418087005615	276	1.0	False	False	True	False
FGRAMPH1_01G23103	0.9041814804077148	0.9765825867652892	522	215	0.9599877121572844	0.9835650103678673	0.07240110635757435	307	1.0	False	False	True	False
FGRAMPH1_01G20337	0.8844434022903442	0.9561768174171448	675	437	0.9482374625604792	0.9665156285999539	0.07173341512680054	238	1.0	False	False	True	True
FGRAMPH1_01G18093	0.90662944316864	0.97748202085495	501	206	0.9616004915137086	0.9842562015206205	0.07085257768630993	295	1.0	False	False	True	False
FGRAMPH1_01G23223	0.8925650119781494	0.9629881381988524	614	364	0.9529222025958067	0.9721219568389524	0.07042312622070301	250		False	False	True	False
FGRAMPH1_01G07989	0.8986654877662659	0.9681577682495116	564	313	0.9567621534444359	0.9760387067045542	0.06949228048324574	251	1.0	False	False	True	False
FGRAMPH1_01G03217	0.8933889865875244	0.9619321227073668	605	375	0.95361339374856	0.971277167652254	0.06854313611984242	230	1.0	False	False	True	False
FGRAMPH1_01G01519	0.884926974773407	0.9519649147987366	671	487	0.9485446586283696	0.9626756777513248	0.06703794002532959	184	1.0	False	False	True	True
FGRAMPH1_01G23221	0.8978344202041626	0.9642074704170228	569	354	0.956378158359573	0.9728899470086783	0.06637305021286022	215	1.0	False	False	True	False
FGRAMPH1_01G17987	0.903472661972046	0.9689344167709352	526	303	0.9596805160893941	0.97680669687428	0.06546175479888916	223	1.0	False	False	True	False
FGRAMPH1_01G10613	0.9001166224479675	0.963880181312561	551	359	0.9577605406650795	0.9725059519238154	0.0637635588645935	192	1.0	False	False	True	False
FGRAMPH1_01G23161	0.9055426716804504	0.9691693186759948	512	297	0.9607557023270102	0.9772674909761155	0.06362664699554432	215	1.0	False	False	True	False
FGRAMPH1_01G27365	0.8985074758529663	0.9615626335144044	566	383	0.9566085554104907	0.9706627755164734	0.0630551576614381	183	1.0	False	False	True	False
FGRAMPH1_01G27003	0.9022379517555236	0.9645431637763976	535	351	0.9589893249366408	0.973120344059596	0.06230521202087402	184	1.0	False	False	True	False
FGRAMPH1_01G22989	0.8910245895385742	0.9531822204589844	627	468	0.9519238153751632	0.9641348590738038	0.062157630920410156	159	1.0	False	False	True	False
FGRAMPH1_01G17457	0.8985212445259094	0.960228145122528	565	398	0.9566853544274634	0.9695107902618847	0.06170690059661854	167	1.0	False	False	True	False
FGRAMPH1_01G07169	0.9028039574623108	0.9643086791038512	530	353	0.9593733200215038	0.9729667460256509	0.061504721641540416	177	1.0	False	False	True	False
FGRAMPH1_01G20425	0.9044195413589478	0.9648409485816956	518	348	0.9602949082251747	0.9733507411105138	0.0604214072227478	170	1.0	False	False	True	False
FGRAMPH1_01G17737	0.8934866189956665	0.9524233937263488	603	480	0.9537669917825052	0.9632132708701329	0.05893677473068226	123	0.0	False	False	True	False
FGRAMPH1_01G04711	0.904145896434784	0.9626734256744384	523	367	0.9599109131403119	0.9718915597880348	0.05852752923965432	156	1.0	False	False	True	False
FGRAMPH1_01G23735	0.8967700600624084	0.9526463150978088	578	477	0.9556869672068198	0.9634436679210506	0.05587625503540039	101	1.0	False	False	True	False
FGRAMPH1_01G20289	0.9002607464790344	0.9557837247848512	550	444	0.9578373396820521	0.9659780354811458	0.05552297830581676	106	1.0	False	False	True	False
FGRAMPH1_01G27519	0.8994582891464233	0.9522156715393066	560	483	0.9570693495123263	0.9629828738192151	0.0527573823928833	77	1.0	False	False	True	False
FGRAMPH1_01G24733	0.903776228427887	0.9528502821922302	524	474	0.9598341141233392	0.9636740649719684	0.04907405376434326	50	1.0	False	False	True	False
FGRAMPH1_01G20657	0.9059303402900696	0.9536142349243164	506	460	0.9612164964288457	0.9647492512095845	0.047683894634246826	46	1.0	False	False	True	False
