Gene,Cytoplasm,Cell membrane,Mitochondrion,Endoplasmic reticulum,Vacuole,Secreted,Nucleus,Peroxisome,Golgi,Endosome,Multi-pass membrane,Cytoskeleton
FGRAMPH1_01G02749,0,1,1,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G02751,0,1,0,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G02753,1,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G02755,0,1,1,0,0,1,0,1,0,0,0,0
FGRAMPH1_01G02757,0,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G02759,1,0,0,0,1,0,1,0,0,0,0,0
FGRAMPH1_01G02761,1,0,0,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G02763,0,0,1,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G02765,0,1,0,1,1,0,0,0,1,0,0,0
FGRAMPH1_01G02767,1,1,1,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G02769,0,1,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G02771,1,0,0,0,0,0,0,0,1,1,0,0
FGRAMPH1_01G02773,1,0,0,1,1,1,1,0,0,1,0,0
FGRAMPH1_01G02775,0,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G02777,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G02779,0,0,0,0,0,0,1,1,0,0,0,0
FGRAMPH1_01G02781,1,0,0,0,1,0,1,0,0,0,0,0
FGRAMPH1_01G02783,1,0,0,0,0,0,1,0,0,1,0,0
FGRAMPH1_01G02785,0,1,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G02787,1,0,0,0,0,0,1,0,1,0,0,0
FGRAMPH1_01G02789,0,0,1,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G02791,1,0,0,0,0,0,0,0,0,1,0,0
FGRAMPH1_01G02793,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G02795,1,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G02797,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G02799,1,1,1,0,0,0,1,0,1,0,0,0
FGRAMPH1_01G02801,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G02803,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G02805,1,1,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G02807,0,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G02809,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G02811,1,0,0,0,0,0,1,1,0,0,0,0
FGRAMPH1_01G02813,1,1,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G02815,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G02817,1,0,1,0,0,0,0,1,0,1,0,0
FGRAMPH1_01G02819,1,1,0,1,0,0,0,1,0,0,0,0
FGRAMPH1_01G02821,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G02823,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G02825,1,0,0,0,0,0,1,1,0,0,0,0
FGRAMPH1_01G02827,0,0,0,1,0,0,0,1,0,0,1,0
FGRAMPH1_01G02829,0,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G02831,1,1,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G02833,1,0,1,0,0,1,1,0,0,0,0,0
FGRAMPH1_01G02835,1,0,0,0,1,1,0,0,0,0,0,0
FGRAMPH1_01G02837,0,1,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G02839,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G02841,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G02843,0,1,1,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G02845,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G02847,0,0,1,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G02849,0,1,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G02851,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G02853,0,1,0,1,0,1,0,0,0,0,0,0
FGRAMPH1_01G02855,0,1,0,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G02857,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G02859,0,0,1,0,0,1,0,1,0,0,0,0
FGRAMPH1_01G02861,0,0,1,0,1,0,0,0,1,0,0,0
FGRAMPH1_01G02863,1,1,0,0,1,1,0,1,0,0,0,0
FGRAMPH1_01G02865,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G02867,1,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G02869,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G02871,0,1,1,0,0,0,1,1,0,0,0,0
FGRAMPH1_01G02873,1,1,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G02875,1,0,0,0,0,0,0,0,0,1,0,0
FGRAMPH1_01G02877,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G02879,1,0,1,0,1,0,1,1,0,0,0,0
FGRAMPH1_01G02881,1,0,0,0,0,0,0,0,1,0,0,0
FGRAMPH1_01G02883,1,0,0,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G02885,0,1,0,0,1,0,0,1,0,1,0,0
FGRAMPH1_01G02887,1,0,0,0,0,0,1,0,0,1,0,0
FGRAMPH1_01G02889,0,1,1,0,1,1,0,0,0,0,0,0
FGRAMPH1_01G02891,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G02893,1,1,0,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G02895,1,0,1,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G02897,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G02899,1,0,0,1,1,0,0,0,1,0,0,0
FGRAMPH1_01G02901,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G02903,1,0,1,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G02905,1,0,0,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G02907,0,1,0,0,1,1,0,0,0,0,0,0
FGRAMPH1_01G02909,0,0,1,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G02911,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G02913,0,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G02915,1,0,0,0,1,0,0,1,0,1,0,0
FGRAMPH1_01G02917,1,0,1,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G02919,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G02921,0,0,0,1,0,0,0,0,1,0,0,0
FGRAMPH1_01G02923,0,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G02925,1,1,0,0,0,1,1,0,0,0,0,0
FGRAMPH1_01G02927,0,1,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G02929,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G02931,0,0,1,0,0,0,0,0,0,1,0,0
FGRAMPH1_01G02933,0,0,0,0,1,0,1,0,0,0,0,0
FGRAMPH1_01G02935,1,0,0,0,0,1,1,0,0,1,0,0
FGRAMPH1_01G02937,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G02939,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G02941,1,0,1,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G02943,1,0,0,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G02945,1,1,1,0,1,0,1,0,0,1,0,0
FGRAMPH1_01G02947,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G02949,0,0,1,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G02951,1,0,0,1,0,0,1,0,0,1,0,0
FGRAMPH1_01G02953,0,1,0,1,0,1,0,0,0,0,0,0
FGRAMPH1_01G02955,0,0,0,0,0,0,0,0,1,0,0,0
FGRAMPH1_01G02957,0,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G02959,1,0,0,0,0,0,0,1,1,0,0,0
FGRAMPH1_01G02961,0,0,1,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G02963,0,1,0,0,1,0,0,0,1,0,1,0
FGRAMPH1_01G02965,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G02967,0,0,1,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G02969,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G02971,1,0,0,0,1,0,1,0,0,1,0,0
FGRAMPH1_01G02973,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G02975,1,1,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G02977,0,1,0,1,0,1,0,0,0,0,0,0
FGRAMPH1_01G02979,1,0,0,0,1,0,0,1,0,0,0,0
FGRAMPH1_01G02981,0,0,0,1,1,0,0,0,0,0,1,0
FGRAMPH1_01G02983,0,1,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G02985,1,0,0,0,0,1,1,0,0,0,0,0
FGRAMPH1_01G02987,1,0,0,0,0,0,1,1,0,0,0,0
FGRAMPH1_01G02989,1,0,1,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G02991,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G02993,1,0,0,0,1,0,1,0,0,0,0,0
FGRAMPH1_01G02995,1,0,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G02997,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G02999,0,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G03001,0,0,0,1,0,0,0,0,0,1,0,0
FGRAMPH1_01G03003,0,1,0,1,1,0,0,0,1,0,0,0
FGRAMPH1_01G03005,1,0,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G03007,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03009,1,0,1,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G03011,0,0,0,1,1,1,0,0,0,0,0,0
FGRAMPH1_01G03013,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03015,0,1,0,1,0,0,0,0,0,1,1,0
FGRAMPH1_01G03017,1,0,1,1,0,0,1,0,1,0,0,0
FGRAMPH1_01G03019,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03021,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03023,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03025,0,1,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G03027,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03029,0,1,0,1,1,0,0,0,0,0,1,0
FGRAMPH1_01G03031,1,1,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03033,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03035,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03037,0,0,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G03039,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03041,1,1,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03043,0,1,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03045,0,1,1,1,0,1,0,1,0,0,1,0
FGRAMPH1_01G03047,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03049,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G03051,0,1,1,1,0,0,0,0,1,0,1,0
FGRAMPH1_01G03053,0,1,0,1,1,1,0,1,1,0,1,0
FGRAMPH1_01G03055,1,0,0,0,1,0,1,0,0,0,0,0
FGRAMPH1_01G03057,0,1,0,1,0,1,0,0,0,0,0,0
FGRAMPH1_01G03059,1,0,0,1,0,0,1,0,1,0,0,0
FGRAMPH1_01G03061,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03063,1,0,1,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G03065,1,0,0,1,1,1,0,1,0,0,0,0
FGRAMPH1_01G03067,0,1,0,1,1,1,0,0,1,0,0,0
FGRAMPH1_01G03069,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G03071,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03073,1,0,0,1,1,0,0,1,0,0,0,0
FGRAMPH1_01G03075,1,0,0,1,1,0,1,0,0,1,0,0
FGRAMPH1_01G03077,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03079,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03081,1,0,1,1,0,1,0,0,0,0,0,0
FGRAMPH1_01G03083,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03085,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03087,1,0,1,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G03089,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03091,1,0,0,1,1,0,1,0,0,0,0,0
FGRAMPH1_01G03093,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03095,0,1,0,1,0,1,0,0,0,0,0,0
FGRAMPH1_01G03097,1,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03099,1,0,0,0,1,0,1,0,0,0,0,0
FGRAMPH1_01G03101,0,1,1,0,1,1,0,0,0,0,0,0
FGRAMPH1_01G03103,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03105,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03107,0,1,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G03109,1,0,1,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G03111,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03113,1,0,1,1,0,0,0,1,0,0,0,0
FGRAMPH1_01G03115,1,0,0,0,1,0,0,1,0,0,0,0
FGRAMPH1_01G03117,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03119,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G03121,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03123,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G03125,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03127,0,0,1,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G03129,1,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03131,0,0,0,0,0,0,1,0,0,1,0,0
FGRAMPH1_01G03133,1,0,0,0,1,0,1,0,0,0,0,0
FGRAMPH1_01G03135,1,1,0,1,1,0,0,0,1,0,1,0
FGRAMPH1_01G03137,1,0,1,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G03139,1,0,0,0,0,1,0,0,0,1,0,0
FGRAMPH1_01G03141,0,0,0,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G03143,0,0,0,0,0,0,0,0,1,0,0,0
FGRAMPH1_01G03145,1,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03147,1,0,0,0,0,0,1,1,0,1,0,0
FGRAMPH1_01G03149,0,1,0,0,0,0,0,0,0,0,1,0
FGRAMPH1_01G03151,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03153,1,1,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G03155,1,0,0,0,0,0,0,0,1,0,0,0
FGRAMPH1_01G03157,0,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G03159,1,0,1,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G03161,0,1,1,1,0,1,0,0,0,1,1,0
FGRAMPH1_01G03163,1,0,0,0,0,0,0,0,0,1,0,0
FGRAMPH1_01G03165,1,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03167,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03169,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03171,0,0,0,0,0,0,1,1,0,0,0,0
FGRAMPH1_01G03173,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03175,1,0,0,0,0,1,1,1,0,0,0,0
FGRAMPH1_01G03177,1,1,0,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G03179,0,0,1,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G03181,1,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03183,1,0,1,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G03185,0,1,0,1,0,1,0,0,0,0,0,0
FGRAMPH1_01G03187,1,0,0,1,1,0,0,0,1,0,0,0
FGRAMPH1_01G03189,0,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G03191,0,1,1,1,1,0,0,0,0,0,1,0
FGRAMPH1_01G03193,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03195,0,1,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03197,0,0,1,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G03199,1,0,0,1,1,1,0,0,0,0,0,0
FGRAMPH1_01G03201,1,0,0,0,1,0,1,0,0,0,0,0
FGRAMPH1_01G03203,0,0,0,0,0,0,1,1,0,0,0,0
FGRAMPH1_01G03205,0,1,0,1,0,1,0,1,0,0,1,0
FGRAMPH1_01G03207,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03209,0,0,1,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G03211,1,1,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G03213,0,1,0,0,0,1,0,0,1,0,0,0
FGRAMPH1_01G03215,0,0,0,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G03217,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G03219,0,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G03221,0,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G03223,0,0,0,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G03225,1,1,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03227,1,1,0,0,0,1,0,0,0,1,0,0
FGRAMPH1_01G03229,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03231,0,1,0,1,1,0,0,0,1,0,1,0
FGRAMPH1_01G03233,0,0,0,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G03235,0,1,0,0,1,0,1,0,0,1,0,0
FGRAMPH1_01G03237,0,0,0,0,0,0,0,0,0,1,0,0
FGRAMPH1_01G03239,0,1,1,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G03241,0,0,0,0,1,0,0,1,0,0,0,0
FGRAMPH1_01G03243,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03245,0,1,0,0,0,0,0,0,0,0,1,0
FGRAMPH1_01G03247,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G03249,1,0,0,0,1,0,1,0,0,0,0,0
FGRAMPH1_01G03251,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03253,0,1,1,0,0,1,0,1,0,1,0,0
FGRAMPH1_01G03255,1,1,1,0,0,1,0,0,0,0,0,1
FGRAMPH1_01G03257,1,0,1,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G03259,0,1,0,0,0,0,1,0,0,0,0,1
FGRAMPH1_01G03261,1,0,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G03263,1,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03265,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G03267,1,1,0,0,0,0,1,1,0,0,0,0
FGRAMPH1_01G03269,1,0,0,0,0,0,1,1,0,0,0,0
FGRAMPH1_01G03271,1,0,0,0,0,0,1,1,1,0,0,0
FGRAMPH1_01G03273,0,0,0,0,0,0,0,1,0,1,0,0
FGRAMPH1_01G03275,1,1,1,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G03277,1,0,0,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G03279,1,0,0,0,0,0,0,0,0,1,0,0
FGRAMPH1_01G03281,0,0,0,0,1,0,0,1,0,0,0,0
FGRAMPH1_01G03283,1,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03285,0,0,1,0,0,1,0,1,0,0,0,0
FGRAMPH1_01G03287,0,0,0,1,0,0,0,0,0,1,0,0
FGRAMPH1_01G03289,1,0,0,0,1,0,1,0,0,0,0,0
FGRAMPH1_01G03291,0,0,1,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G03293,1,0,0,0,0,0,0,0,0,1,0,0
FGRAMPH1_01G03295,0,0,1,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G03297,1,1,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G03299,1,1,1,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G03301,1,0,1,0,0,0,0,1,0,0,1,0
FGRAMPH1_01G03303,1,0,0,0,0,0,0,0,1,1,0,0
FGRAMPH1_01G03305,1,0,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G03307,1,0,0,0,0,0,1,0,0,1,0,0
FGRAMPH1_01G03309,0,0,0,1,0,1,0,0,0,0,0,0
FGRAMPH1_01G03311,0,0,1,0,0,0,0,0,0,0,1,0
FGRAMPH1_01G03313,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03315,0,1,1,0,1,0,0,0,0,0,1,0
FGRAMPH1_01G03317,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03319,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03321,1,0,0,0,0,1,0,1,0,0,0,0
FGRAMPH1_01G03323,0,0,0,0,0,0,1,0,0,0,0,1
FGRAMPH1_01G03325,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G03327,1,0,1,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G03329,1,1,0,0,0,1,1,0,0,1,0,0
FGRAMPH1_01G03331,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03333,1,1,0,1,0,1,0,0,0,0,0,0
FGRAMPH1_01G03335,0,1,0,1,1,0,0,1,0,0,1,0
FGRAMPH1_01G03337,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G03339,1,0,0,1,0,0,1,0,0,1,0,0
FGRAMPH1_01G03341,1,1,0,0,0,0,1,1,0,1,0,0
FGRAMPH1_01G03343,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03345,1,0,0,0,0,0,1,0,0,1,0,0
FGRAMPH1_01G03347,0,0,0,0,1,0,0,0,0,1,0,0
FGRAMPH1_01G03349,0,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G03351,0,0,1,1,0,0,0,0,1,0,1,0
FGRAMPH1_01G03353,1,0,1,1,0,0,1,0,0,0,0,0
FGRAMPH1_01G03355,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03357,0,1,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03359,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03361,0,1,0,1,1,1,0,0,1,0,0,0
FGRAMPH1_01G03363,0,1,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03365,0,1,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G03367,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03369,1,1,0,0,0,1,1,0,1,1,0,0
FGRAMPH1_01G03371,0,0,0,1,0,0,0,1,0,1,0,0
FGRAMPH1_01G03373,1,0,1,0,1,0,1,0,0,0,0,0
FGRAMPH1_01G03375,0,1,0,1,0,1,0,0,0,0,0,0
FGRAMPH1_01G03377,1,0,0,0,0,0,0,0,0,1,0,0
FGRAMPH1_01G03379,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03381,0,1,1,1,0,0,0,0,1,0,1,0
FGRAMPH1_01G03383,1,0,0,0,1,0,1,0,0,0,0,0
FGRAMPH1_01G03385,1,1,0,0,0,1,1,1,0,1,0,0
FGRAMPH1_01G03387,0,1,0,1,1,0,0,0,0,0,1,0
FGRAMPH1_01G03389,0,0,0,0,0,0,0,0,1,0,0,0
FGRAMPH1_01G03391,0,1,1,0,0,0,0,1,0,0,1,0
FGRAMPH1_01G03393,0,0,0,0,0,0,1,1,0,0,0,0
FGRAMPH1_01G03395,0,0,1,0,0,0,1,0,0,1,0,0
FGRAMPH1_01G03397,1,1,1,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G03399,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03401,0,0,0,0,1,0,1,0,0,0,0,0
FGRAMPH1_01G03403,0,1,0,1,1,0,0,0,1,0,1,0
FGRAMPH1_01G03405,1,0,1,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G03407,0,1,1,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G03409,0,0,1,0,1,0,0,0,1,0,0,0
FGRAMPH1_01G03411,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G03413,0,1,0,1,1,0,0,1,1,0,1,0
FGRAMPH1_01G03415,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03417,1,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03419,0,1,0,1,1,1,0,0,0,0,0,0
FGRAMPH1_01G03421,1,1,1,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G03423,1,0,1,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G03425,1,0,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G03427,0,0,1,0,0,0,0,0,1,0,0,0
FGRAMPH1_01G03429,0,1,1,0,0,0,0,0,1,0,0,0
FGRAMPH1_01G03431,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03433,0,0,1,0,0,1,0,0,1,0,0,0
FGRAMPH1_01G03435,0,0,0,1,1,0,0,1,1,0,1,0
FGRAMPH1_01G03437,1,1,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G03439,0,0,0,1,0,0,1,1,0,0,0,0
FGRAMPH1_01G03441,0,0,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G03443,0,1,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03445,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03447,1,1,1,0,0,1,0,1,0,0,0,0
FGRAMPH1_01G03449,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03451,1,1,0,0,0,0,1,1,0,0,0,0
FGRAMPH1_01G03453,0,1,0,0,0,1,0,0,0,1,0,0
FGRAMPH1_01G03455,1,0,1,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G03457,0,0,0,1,0,0,0,0,0,0,1,0
FGRAMPH1_01G03459,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03461,0,1,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G03463,1,0,0,0,0,0,0,0,0,1,0,0
FGRAMPH1_01G03465,1,1,1,0,0,0,0,0,0,0,1,1
FGRAMPH1_01G03467,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03469,0,0,0,1,0,0,0,0,1,0,0,0
FGRAMPH1_01G03471,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03473,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03475,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G03477,0,1,0,1,0,1,0,0,1,0,0,0
FGRAMPH1_01G03479,0,1,0,0,0,1,0,1,0,0,0,0
