gene_id	in_labels	source_occurrences	source_files	sequence_length	unique_sequences	in_fasta_source	duplicate_source_id	status
S000001883	True	1	SC_NE_genes.xlsx	546	1	True	False	matched
S000001884	True	1	SC_NE_genes.xlsx	211	1	True	False	matched
S000001885	True	1	SC_E_genes.xlsx	779	1	True	False	matched
S000001886	True	1	SC_E_genes.xlsx	1225	1	True	False	matched
S000001887	True	1	SC_NE_genes.xlsx	2143	1	True	False	matched
S000001889	True	1	SC_E_genes.xlsx	215	1	True	False	matched
S000001890	True	1	SC_NE_genes.xlsx	828	1	True	False	matched
S000001891	True	1	SC_NE_genes.xlsx	878	1	True	False	matched
S000001894	True	1	SC_E_genes.xlsx	606	1	True	False	matched
S000001895	True	1	SC_NE_genes.xlsx	442	1	True	False	matched
S000001897	True	1	SC_NE_genes.xlsx	204	1	True	False	matched
S000001898	True	1	SC_E_genes.xlsx	839	1	True	False	matched
S000001899	True	1	SC_E_genes.xlsx	155	1	True	False	matched
S000001900	True	1	SC_E_genes.xlsx	306	1	True	False	matched
S000001901	True	1	SC_E_genes.xlsx	448	1	True	False	matched
S000001902	True	1	SC_NE_genes.xlsx	535	1	True	False	matched
S000001903	True	1	SC_NE_genes.xlsx	353	1	True	False	matched
S000001904	True	1	SC_NE_genes.xlsx	221	1	True	False	matched
S000001905	True	1	SC_NE_genes.xlsx	752	1	True	False	matched
S000001906	True	1	SC_NE_genes.xlsx	499	1	True	False	matched
S000001907	True	1	SC_NE_genes.xlsx	170	1	True	False	matched
S000001908	True	1	SC_NE_genes.xlsx	202	1	True	False	matched
S000001909	True	1	SC_NE_genes.xlsx	787	1	True	False	matched
S000001910	True	1	SC_NE_genes.xlsx	446	1	True	False	matched
S000001911	True	1	SC_NE_genes.xlsx	708	1	True	False	matched
S000001912	True	1	SC_NE_genes.xlsx	1233	1	True	False	matched
S000001913	True	1	SC_NE_genes.xlsx	195	1	True	False	matched
S000001914	True	1	SC_NE_genes.xlsx	363	1	True	False	matched
S000001915	True	1	SC_NE_genes.xlsx	2278	1	True	False	matched
S000001917	True	1	SC_NE_genes.xlsx	500	1	True	False	matched
S000001918	True	1	SC_NE_genes.xlsx	733	1	True	False	matched
S000001919	True	1	SC_NE_genes.xlsx	611	1	True	False	matched
S000001921	True	1	SC_NE_genes.xlsx	335	1	True	False	matched
S000001922	True	1	SC_NE_genes.xlsx	169	1	True	False	matched
S000001923	True	1	SC_E_genes.xlsx	281	1	True	False	matched
S000001924	True	1	SC_E_genes.xlsx	551	1	True	False	matched
S000001925	True	1	SC_E_genes.xlsx	678	1	True	False	matched
S000001926	True	1	SC_NE_genes.xlsx	1035	1	True	False	matched
S000001927	True	1	SC_E_genes.xlsx	1170	1	True	False	matched
S000001928	True	1	SC_NE_genes.xlsx	289	1	True	False	matched
S000001929	True	1	SC_NE_genes.xlsx	147	1	True	False	matched
S000001930	True	1	SC_NE_genes.xlsx	312	1	True	False	matched
S000001931	True	1	SC_NE_genes.xlsx	114	1	True	False	matched
S000001932	True	1	SC_NE_genes.xlsx	124	1	True	False	matched
S000001933	True	1	SC_E_genes.xlsx	557	1	True	False	matched
S000001934	True	1	SC_NE_genes.xlsx	853	1	True	False	matched
S000001935	True	1	SC_NE_genes.xlsx	510	1	True	False	matched
S000001936	True	1	SC_NE_genes.xlsx	1002	1	True	False	matched
S000001937	True	1	SC_NE_genes.xlsx	295	1	True	False	matched
S000001938	True	1	SC_E_genes.xlsx	200	1	True	False	matched
S000001939	True	1	SC_NE_genes.xlsx	237	1	True	False	matched
S000001940	True	1	SC_NE_genes.xlsx	481	1	True	False	matched
S000001941	True	1	SC_NE_genes.xlsx	309	1	True	False	matched
S000001942	True	1	SC_NE_genes.xlsx	361	1	True	False	matched
S000001943	True	1	SC_NE_genes.xlsx	295	1	True	False	matched
S000001944	True	1	SC_NE_genes.xlsx	662	1	True	False	matched
S000001945	True	1	SC_NE_genes.xlsx	123	1	True	False	matched
S000001946	True	1	SC_E_genes.xlsx	266	1	True	False	matched
S000001947	True	1	SC_E_genes.xlsx	546	1	True	False	matched
S000001948	True	1	SC_E_genes.xlsx	274	1	True	False	matched
S000001949	True	1	SC_NE_genes.xlsx	485	1	True	False	matched
S000001952	True	1	SC_NE_genes.xlsx	340	1	True	False	matched
S000001953	True	1	SC_NE_genes.xlsx	151	1	True	False	matched
S000001954	True	1	SC_NE_genes.xlsx	408	1	True	False	matched
S000001955	True	1	SC_NE_genes.xlsx	94	1	True	False	matched
S000001956	True	1	SC_NE_genes.xlsx	92	1	True	False	matched
S000002101	True	1	SC_E_genes.xlsx	97	1	True	False	matched
S000002103	True	1	SC_NE_genes.xlsx	43	1	True	False	matched
S000002104	True	1	SC_NE_genes.xlsx	254	1	True	False	matched
S000002127	True	1	SC_NE_genes.xlsx	88	1	True	False	matched
S000002128	True	1	SC_NE_genes.xlsx	82	1	True	False	matched
S000002129	True	1	SC_NE_genes.xlsx	219	1	True	False	matched
S000002133	True	1	SC_NE_genes.xlsx	442	1	True	False	matched
S000002134	True	1	SC_NE_genes.xlsx	413	1	True	False	matched
S000002135	True	1	SC_NE_genes.xlsx	121	1	True	False	matched
S000002140	True	1	SC_NE_genes.xlsx	126	1	True	False	matched
S000002142	True	1	SC_NE_genes.xlsx	120	1	True	False	matched
S000002146	True	1	SC_NE_genes.xlsx	440	1	True	False	matched
S000002147	True	1	SC_NE_genes.xlsx	1755	1	True	False	matched
S000002148	True	1	SC_NE_genes.xlsx	438	1	True	False	matched
S000002149	True	1	SC_NE_genes.xlsx	1770	1	True	False	matched
S000002154	True	1	SC_NE_genes.xlsx	440	1	True	False	matched
S000002155	True	1	SC_NE_genes.xlsx	1756	1	True	False	matched
S000002156	True	1	SC_NE_genes.xlsx	189	1	True	False	matched
S000002158	True	1	SC_NE_genes.xlsx	65	1	True	False	matched
S000002159	True	1	SC_NE_genes.xlsx	430	1	True	False	matched
S000002160	True	1	SC_NE_genes.xlsx	203	1	True	False	matched
S000002161	True	1	SC_E_genes.xlsx	566	1	True	False	matched
S000002162	True	1	SC_E_genes.xlsx	160	1	True	False	matched
S000002163	True	1	SC_NE_genes.xlsx	431	1	True	False	matched
S000002164	True	1	SC_NE_genes.xlsx	281	1	True	False	matched
S000002165	True	1	SC_E_genes.xlsx	437	1	True	False	matched
S000002166	True	1	SC_E_genes.xlsx	165	1	True	False	matched
S000002168	True	1	SC_NE_genes.xlsx	231	1	True	False	matched
S000002170	True	1	SC_NE_genes.xlsx	107	1	True	False	matched
S000002171	True	1	SC_NE_genes.xlsx	619	1	True	False	matched
S000002172	True	1	SC_E_genes.xlsx	327	1	True	False	matched
S000002173	True	1	SC_E_genes.xlsx	310	1	True	False	matched
S000002175	True	1	SC_E_genes.xlsx	507	1	True	False	matched
S000002176	True	1	SC_NE_genes.xlsx	225	1	True	False	matched
S000002177	True	1	SC_NE_genes.xlsx	1283	1	True	False	matched
S000002178	True	1	SC_NE_genes.xlsx	531	1	True	False	matched
S000002179	True	1	SC_NE_genes.xlsx	311	1	True	False	matched
S000002180	True	1	SC_NE_genes.xlsx	391	1	True	False	matched
S000002182	True	1	SC_NE_genes.xlsx	468	1	True	False	matched
S000002183	True	1	SC_NE_genes.xlsx	620	1	True	False	matched
S000002185	True	1	SC_NE_genes.xlsx	420	1	True	False	matched
S000002186	True	1	SC_E_genes.xlsx	764	1	True	False	matched
S000002187	True	1	SC_E_genes.xlsx	391	1	True	False	matched
S000002188	True	1	SC_E_genes.xlsx	530	1	True	False	matched
S000002189	True	1	SC_E_genes.xlsx	995	1	True	False	matched
S000002191	True	1	SC_NE_genes.xlsx	417	1	True	False	matched
S000002193	True	1	SC_NE_genes.xlsx	961	1	True	False	matched
S000002194	True	1	SC_NE_genes.xlsx	462	1	True	False	matched
S000002195	True	1	SC_NE_genes.xlsx	328	1	True	False	matched
S000002197	True	1	SC_NE_genes.xlsx	698	1	True	False	matched
S000002198	True	1	SC_NE_genes.xlsx	854	1	True	False	matched
S000002200	True	1	SC_NE_genes.xlsx	562	1	True	False	matched
S000002201	True	1	SC_E_genes.xlsx	266	1	True	False	matched
S000002202	True	1	SC_NE_genes.xlsx	440	1	True	False	matched
S000002203	True	1	SC_E_genes.xlsx	306	1	True	False	matched
S000002204	True	1	SC_NE_genes.xlsx	173	1	True	False	matched
S000002205	True	1	SC_NE_genes.xlsx	311	1	True	False	matched
S000002206	True	1	SC_NE_genes.xlsx	490	1	True	False	matched
S000002207	True	1	SC_NE_genes.xlsx	268	1	True	False	matched
S000002209	True	1	SC_NE_genes.xlsx	275	1	True	False	matched
S000002210	True	1	SC_NE_genes.xlsx	303	1	True	False	matched
S000002211	True	1	SC_NE_genes.xlsx	185	1	True	False	matched
S000002212	True	1	SC_NE_genes.xlsx	486	1	True	False	matched
S000002213	True	1	SC_E_genes.xlsx	361	1	True	False	matched
S000002214	True	1	SC_NE_genes.xlsx	833	1	True	False	matched
S000002215	True	1	SC_NE_genes.xlsx	328	1	True	False	matched
S000002216	True	1	SC_E_genes.xlsx	1790	1	True	False	matched
S000002217	True	1	SC_NE_genes.xlsx	238	1	True	False	matched
S000002218	True	1	SC_E_genes.xlsx	788	1	True	False	matched
S000002219	True	1	SC_NE_genes.xlsx	56	1	True	False	matched
S000002221	True	1	SC_NE_genes.xlsx	620	1	True	False	matched
S000002222	True	1	SC_E_genes.xlsx	157	1	True	False	matched
S000002223	True	1	SC_NE_genes.xlsx	342	1	True	False	matched
S000002224	True	1	SC_NE_genes.xlsx	428	1	True	False	matched
S000002225	True	1	SC_NE_genes.xlsx	59	1	True	False	matched
S000002227	True	1	SC_NE_genes.xlsx	229	1	True	False	matched
S000002228	True	1	SC_NE_genes.xlsx	638	1	True	False	matched
S000002230	True	1	SC_NE_genes.xlsx	203	1	True	False	matched
S000002231	True	1	SC_NE_genes.xlsx	984	1	True	False	matched
S000002232	True	1	SC_NE_genes.xlsx	700	1	True	False	matched
S000002233	True	1	SC_NE_genes.xlsx	113	1	True	False	matched
S000002234	True	1	SC_NE_genes.xlsx	294	1	True	False	matched
S000002235	True	1	SC_NE_genes.xlsx	1049	1	True	False	matched
S000002236	True	1	SC_NE_genes.xlsx	343	1	True	False	matched
S000002237	True	1	SC_NE_genes.xlsx	501	1	True	False	matched
S000002238	True	1	SC_NE_genes.xlsx	609	1	True	False	matched
S000002239	True	1	SC_NE_genes.xlsx	106	1	True	False	matched
S000002240	True	1	SC_NE_genes.xlsx	199	1	True	False	matched
S000002241	True	1	SC_NE_genes.xlsx	143	1	True	False	matched
S000002242	True	1	SC_E_genes.xlsx	446	1	True	False	matched
S000002243	True	1	SC_NE_genes.xlsx	545	1	True	False	matched
S000002244	True	1	SC_NE_genes.xlsx	273	1	True	False	matched
S000002245	True	1	SC_E_genes.xlsx	261	1	True	False	matched
S000002246	True	1	SC_NE_genes.xlsx	528	1	True	False	matched
S000002247	True	1	SC_NE_genes.xlsx	484	1	True	False	matched
S000002248	True	1	SC_NE_genes.xlsx	431	1	True	False	matched
S000002249	True	1	SC_NE_genes.xlsx	455	1	True	False	matched
S000002250	True	1	SC_E_genes.xlsx	146	1	True	False	matched
S000002251	True	1	SC_NE_genes.xlsx	743	1	True	False	matched
S000002253	True	1	SC_NE_genes.xlsx	817	1	True	False	matched
S000002255	True	1	SC_E_genes.xlsx	434	1	True	False	matched
S000002256	True	1	SC_E_genes.xlsx	194	1	True	False	matched
S000002257	True	1	SC_NE_genes.xlsx	341	1	True	False	matched
S000002258	True	1	SC_NE_genes.xlsx	354	1	True	False	matched
S000002259	True	1	SC_NE_genes.xlsx	513	1	True	False	matched
S000002260	True	1	SC_E_genes.xlsx	1097	1	True	False	matched
S000002261	True	1	SC_E_genes.xlsx	477	1	True	False	matched
S000002262	True	1	SC_NE_genes.xlsx	407	1	True	False	matched
S000002263	True	1	SC_E_genes.xlsx	402	1	True	False	matched
S000002264	True	1	SC_NE_genes.xlsx	559	1	True	False	matched
S000002265	True	1	SC_NE_genes.xlsx	351	1	True	False	matched
S000002266	True	1	SC_E_genes.xlsx	306	1	True	False	matched
S000002267	True	1	SC_NE_genes.xlsx	647	1	True	False	matched
S000002268	True	1	SC_NE_genes.xlsx	150	1	True	False	matched
S000002269	True	1	SC_E_genes.xlsx	265	1	True	False	matched
S000002270	True	1	SC_NE_genes.xlsx	1436	1	True	False	matched
S000002271	True	1	SC_NE_genes.xlsx	640	1	True	False	matched
S000002272	True	1	SC_NE_genes.xlsx	308	1	True	False	matched
S000002273	True	1	SC_NE_genes.xlsx	353	1	True	False	matched
S000002274	True	1	SC_NE_genes.xlsx	726	1	True	False	matched
S000002275	True	1	SC_NE_genes.xlsx	885	1	True	False	matched
S000002276	True	1	SC_NE_genes.xlsx	126	1	True	False	matched
S000002277	True	1	SC_NE_genes.xlsx	307	1	True	False	matched
S000002278	True	1	SC_E_genes.xlsx	174	1	True	False	matched
S000002279	True	1	SC_NE_genes.xlsx	149	1	True	False	matched
S000002280	True	1	SC_NE_genes.xlsx	809	1	True	False	matched
S000002281	True	1	SC_NE_genes.xlsx	140	1	True	False	matched
S000002282	True	1	SC_NE_genes.xlsx	312	1	True	False	matched
S000002283	True	1	SC_NE_genes.xlsx	158	1	True	False	matched
S000002284	True	1	SC_E_genes.xlsx	835	1	True	False	matched
S000002285	True	1	SC_NE_genes.xlsx	308	1	True	False	matched
S000002286	True	1	SC_NE_genes.xlsx	411	1	True	False	matched
S000002287	True	1	SC_NE_genes.xlsx	291	1	True	False	matched
S000002288	True	1	SC_NE_genes.xlsx	106	1	True	False	matched
S000002289	True	1	SC_NE_genes.xlsx	440	1	True	False	matched
S000002290	True	1	SC_E_genes.xlsx	815	1	True	False	matched
S000002291	True	1	SC_NE_genes.xlsx	437	1	True	False	matched
S000002292	True	1	SC_NE_genes.xlsx	369	1	True	False	matched
S000002293	True	1	SC_NE_genes.xlsx	25	1	True	False	matched
S000002294	True	1	SC_NE_genes.xlsx	202	1	True	False	matched
S000002295	True	1	SC_NE_genes.xlsx	120	1	True	False	matched
S000002296	True	1	SC_NE_genes.xlsx	181	1	True	False	matched
S000002297	True	1	SC_NE_genes.xlsx	763	1	True	False	matched
S000002298	True	1	SC_E_genes.xlsx	223	1	True	False	matched
S000002299	True	1	SC_E_genes.xlsx	1733	1	True	False	matched
S000002300	True	1	SC_E_genes.xlsx	690	1	True	False	matched
S000002301	True	1	SC_NE_genes.xlsx	283	1	True	False	matched
S000002302	True	1	SC_E_genes.xlsx	528	1	True	False	matched
S000002303	True	1	SC_NE_genes.xlsx	356	1	True	False	matched
S000002304	True	1	SC_E_genes.xlsx	1201	1	True	False	matched
S000002305	True	1	SC_NE_genes.xlsx	491	1	True	False	matched
S000002306	True	1	SC_E_genes.xlsx	445	1	True	False	matched
S000002307	True	1	SC_E_genes.xlsx	810	1	True	False	matched
S000002308	True	1	SC_NE_genes.xlsx	997	1	True	False	matched
S000002309	True	1	SC_E_genes.xlsx	422	1	True	False	matched
S000002312	True	1	SC_E_genes.xlsx	610	1	True	False	matched
S000002313	True	1	SC_NE_genes.xlsx	901	1	True	False	matched
S000002314	True	1	SC_NE_genes.xlsx	427	1	True	False	matched
S000002315	True	1	SC_NE_genes.xlsx	522	1	True	False	matched
S000002316	True	1	SC_NE_genes.xlsx	118	1	True	False	matched
S000002318	True	1	SC_NE_genes.xlsx	515	1	True	False	matched
S000002319	True	1	SC_NE_genes.xlsx	506	1	True	False	matched
S000002320	True	1	SC_NE_genes.xlsx	454	1	True	False	matched
S000002323	True	1	SC_E_genes.xlsx	755	1	True	False	matched
S000002324	True	1	SC_E_genes.xlsx	191	1	True	False	matched
S000002325	True	1	SC_E_genes.xlsx	197	1	True	False	matched
S000002326	True	1	SC_NE_genes.xlsx	719	1	True	False	matched
S000002327	True	1	SC_NE_genes.xlsx	386	1	True	False	matched
S000002328	True	1	SC_NE_genes.xlsx	223	1	True	False	matched
S000002329	True	1	SC_NE_genes.xlsx	528	1	True	False	matched
S000002330	True	1	SC_NE_genes.xlsx	2145	1	True	False	matched
S000002332	True	1	SC_NE_genes.xlsx	295	1	True	False	matched
S000002333	True	1	SC_NE_genes.xlsx	587	1	True	False	matched
S000002334	True	1	SC_NE_genes.xlsx	344	1	True	False	matched
S000002335	True	1	SC_NE_genes.xlsx	708	1	True	False	matched
S000002336	True	1	SC_NE_genes.xlsx	170	1	True	False	matched
S000002337	True	1	SC_NE_genes.xlsx	530	1	True	False	matched
S000002338	True	1	SC_NE_genes.xlsx	304	1	True	False	matched
S000002339	True	1	SC_NE_genes.xlsx	547	1	True	False	matched
S000002340	True	1	SC_NE_genes.xlsx	85	1	True	False	matched
S000002341	True	1	SC_NE_genes.xlsx	428	1	True	False	matched
S000002342	True	1	SC_NE_genes.xlsx	320	1	True	False	matched
S000002343	True	1	SC_NE_genes.xlsx	25	1	True	False	matched
S000002344	True	1	SC_NE_genes.xlsx	1071	1	True	False	matched
S000002345	True	1	SC_NE_genes.xlsx	277	1	True	False	matched
S000002347	True	1	SC_NE_genes.xlsx	377	1	True	False	matched
S000002348	True	1	SC_NE_genes.xlsx	457	1	True	False	matched
S000002349	True	1	SC_NE_genes.xlsx	961	1	True	False	matched
S000002350	True	1	SC_NE_genes.xlsx	120	1	True	False	matched
S000002351	True	1	SC_NE_genes.xlsx	181	1	True	False	matched
S000002352	True	1	SC_E_genes.xlsx	375	1	True	False	matched
S000002353	True	1	SC_NE_genes.xlsx	884	1	True	False	matched
S000002354	True	1	SC_E_genes.xlsx	1273	1	True	False	matched
S000002356	True	1	SC_NE_genes.xlsx	525	1	True	False	matched
S000002357	True	1	SC_NE_genes.xlsx	300	1	True	False	matched
S000002358	True	1	SC_NE_genes.xlsx	687	1	True	False	matched
S000002359	True	1	SC_NE_genes.xlsx	188	1	True	False	matched
S000002360	True	1	SC_NE_genes.xlsx	286	1	True	False	matched
S000002361	True	1	SC_NE_genes.xlsx	249	1	True	False	matched
S000002362	True	1	SC_NE_genes.xlsx	623	1	True	False	matched
S000002363	True	1	SC_NE_genes.xlsx	393	1	True	False	matched
S000002364	True	1	SC_E_genes.xlsx	327	1	True	False	matched
S000002365	True	1	SC_NE_genes.xlsx	762	1	True	False	matched
S000002366	True	1	SC_E_genes.xlsx	538	1	True	False	matched
S000002367	True	1	SC_E_genes.xlsx	156	1	True	False	matched
S000002368	True	1	SC_E_genes.xlsx	339	1	True	False	matched
S000002369	True	1	SC_NE_genes.xlsx	571	1	True	False	matched
S000002370	True	1	SC_NE_genes.xlsx	372	1	True	False	matched
S000002371	True	1	SC_E_genes.xlsx	210	1	True	False	matched
S000002372	True	1	SC_NE_genes.xlsx	225	1	True	False	matched
S000002373	True	1	SC_NE_genes.xlsx	699	1	True	False	matched
S000002374	True	1	SC_NE_genes.xlsx	1092	1	True	False	matched
S000002375	True	1	SC_NE_genes.xlsx	440	1	True	False	matched
S000002376	True	1	SC_E_genes.xlsx	207	1	True	False	matched
S000002377	True	1	SC_NE_genes.xlsx	317	1	True	False	matched
S000002378	True	1	SC_NE_genes.xlsx	150	1	True	False	matched
S000002379	True	1	SC_E_genes.xlsx	924	1	True	False	matched
S000002381	True	1	SC_NE_genes.xlsx	309	1	True	False	matched
S000002382	True	1	SC_NE_genes.xlsx	1046	1	True	False	matched
S000002383	True	1	SC_NE_genes.xlsx	649	1	True	False	matched
S000002384	True	1	SC_NE_genes.xlsx	551	1	True	False	matched
S000002385	True	1	SC_NE_genes.xlsx	352	1	True	False	matched
S000002386	True	1	SC_NE_genes.xlsx	586	1	True	False	matched
S000002388	True	1	SC_NE_genes.xlsx	613	1	True	False	matched
S000002389	True	1	SC_NE_genes.xlsx	335	1	True	False	matched
S000002390	True	1	SC_NE_genes.xlsx	1125	1	True	False	matched
S000002391	True	1	SC_NE_genes.xlsx	36	1	True	False	matched
S000002392	True	1	SC_NE_genes.xlsx	458	1	True	False	matched
S000002393	True	1	SC_NE_genes.xlsx	746	1	True	False	matched
S000002394	True	1	SC_E_genes.xlsx	167	1	True	False	matched
S000002395	True	1	SC_NE_genes.xlsx	312	1	True	False	matched
S000002396	True	1	SC_NE_genes.xlsx	390	1	True	False	matched
S000002397	True	1	SC_NE_genes.xlsx	489	1	True	False	matched
S000002398	True	1	SC_NE_genes.xlsx	790	1	True	False	matched
S000002399	True	1	SC_NE_genes.xlsx	1017	1	True	False	matched
S000002400	True	1	SC_NE_genes.xlsx	123	1	True	False	matched
S000002402	True	1	SC_NE_genes.xlsx	329	1	True	False	matched
S000002408	True	1	SC_NE_genes.xlsx	751	1	True	False	matched
S000002409	True	1	SC_E_genes.xlsx	201	1	True	False	matched
S000002410	True	1	SC_NE_genes.xlsx	210	1	True	False	matched
S000002411	True	1	SC_NE_genes.xlsx	460	1	True	False	matched
S000002412	True	1	SC_NE_genes.xlsx	395	1	True	False	matched
S000002413	True	1	SC_NE_genes.xlsx	901	1	True	False	matched
S000002414	True	1	SC_NE_genes.xlsx	224	1	True	False	matched
S000002416	True	1	SC_NE_genes.xlsx	520	1	True	False	matched
S000002418	True	1	SC_NE_genes.xlsx	1501	1	True	False	matched
S000002420	True	1	SC_E_genes.xlsx	208	1	True	False	matched
S000002421	True	1	SC_NE_genes.xlsx	647	1	True	False	matched
S000002423	True	1	SC_E_genes.xlsx	94	1	True	False	matched
S000002424	True	1	SC_NE_genes.xlsx	1050	1	True	False	matched
S000002425	True	1	SC_NE_genes.xlsx	396	1	True	False	matched
S000002426	True	1	SC_NE_genes.xlsx	400	1	True	False	matched
S000002427	True	1	SC_NE_genes.xlsx	232	1	True	False	matched
S000002428	True	1	SC_E_genes.xlsx	399	1	True	False	matched
S000002429	True	1	SC_NE_genes.xlsx	196	1	True	False	matched
S000002430	True	1	SC_E_genes.xlsx	462	1	True	False	matched
S000002432	True	1	SC_NE_genes.xlsx	156	1	True	False	matched
S000002433	True	1	SC_NE_genes.xlsx	570	1	True	False	matched
S000002434	True	1	SC_NE_genes.xlsx	889	1	True	False	matched
S000002435	True	1	SC_NE_genes.xlsx	1014	1	True	False	matched
S000002437	True	1	SC_NE_genes.xlsx	506	1	True	False	matched
S000002438	True	1	SC_NE_genes.xlsx	121	1	True	False	matched
S000002439	True	1	SC_NE_genes.xlsx	198	1	True	False	matched
S000002440	True	1	SC_NE_genes.xlsx	320	1	True	False	matched
S000002441	True	1	SC_NE_genes.xlsx	790	1	True	False	matched
S000002442	True	1	SC_NE_genes.xlsx	370	1	True	False	matched
S000002443	True	1	SC_NE_genes.xlsx	500	1	True	False	matched
S000002444	True	1	SC_E_genes.xlsx	591	1	True	False	matched
S000002448	True	1	SC_E_genes.xlsx	203	1	True	False	matched
S000002449	True	1	SC_NE_genes.xlsx	200	1	True	False	matched
S000002450	True	1	SC_NE_genes.xlsx	231	1	True	False	matched
S000002451	True	1	SC_E_genes.xlsx	328	1	True	False	matched
S000002452	True	1	SC_E_genes.xlsx	110	1	True	False	matched
S000002453	True	1	SC_NE_genes.xlsx	604	1	True	False	matched
S000002454	True	1	SC_E_genes.xlsx	362	1	True	False	matched
S000002456	True	1	SC_NE_genes.xlsx	632	1	True	False	matched
S000002457	True	1	SC_E_genes.xlsx	248	1	True	False	matched
S000002458	True	1	SC_NE_genes.xlsx	334	1	True	False	matched
S000002459	True	1	SC_E_genes.xlsx	704	1	True	False	matched
S000002461	True	1	SC_E_genes.xlsx	295	1	True	False	matched
S000002462	True	1	SC_NE_genes.xlsx	444	1	True	False	matched
S000002463	True	1	SC_NE_genes.xlsx	205	1	True	False	matched
S000002464	True	1	SC_NE_genes.xlsx	542	1	True	False	matched
S000002465	True	1	SC_NE_genes.xlsx	326	1	True	False	matched
S000002466	True	1	SC_NE_genes.xlsx	148	1	True	False	matched
S000002467	True	1	SC_E_genes.xlsx	1025	1	True	False	matched
S000002468	True	1	SC_NE_genes.xlsx	539	1	True	False	matched
S000002469	True	1	SC_E_genes.xlsx	561	1	True	False	matched
S000002470	True	1	SC_NE_genes.xlsx	149	1	True	False	matched
S000002471	True	1	SC_E_genes.xlsx	151	1	True	False	matched
S000002472	True	1	SC_NE_genes.xlsx	365	1	True	False	matched
S000002473	True	1	SC_NE_genes.xlsx	196	1	True	False	matched
S000002474	True	1	SC_NE_genes.xlsx	224	1	True	False	matched
S000002475	True	1	SC_NE_genes.xlsx	310	1	True	False	matched
S000002476	True	1	SC_NE_genes.xlsx	926	1	True	False	matched
S000002477	True	1	SC_NE_genes.xlsx	93	1	True	False	matched
S000002478	True	1	SC_NE_genes.xlsx	191	1	True	False	matched
S000002479	True	1	SC_NE_genes.xlsx	527	1	True	False	matched
S000002480	True	1	SC_NE_genes.xlsx	169	1	True	False	matched
S000002481	True	1	SC_NE_genes.xlsx	896	1	True	False	matched
S000002482	True	1	SC_NE_genes.xlsx	308	1	True	False	matched
S000002483	True	1	SC_NE_genes.xlsx	406	1	True	False	matched
S000002484	True	1	SC_NE_genes.xlsx	338	1	True	False	matched
S000002485	True	1	SC_NE_genes.xlsx	223	1	True	False	matched
S000002486	True	1	SC_NE_genes.xlsx	111	1	True	False	matched
S000002487	True	1	SC_NE_genes.xlsx	992	1	True	False	matched
S000002488	True	1	SC_E_genes.xlsx	925	1	True	False	matched
S000002489	True	1	SC_E_genes.xlsx	494	1	True	False	matched
S000002490	True	1	SC_NE_genes.xlsx	392	1	True	False	matched
S000002491	True	1	SC_NE_genes.xlsx	199	1	True	False	matched
S000002492	True	1	SC_NE_genes.xlsx	620	1	True	False	matched
S000002493	True	1	SC_E_genes.xlsx	80	1	True	False	matched
S000002494	True	1	SC_E_genes.xlsx	278	1	True	False	matched
S000002495	True	1	SC_E_genes.xlsx	382	1	True	False	matched
S000002496	True	1	SC_NE_genes.xlsx	869	1	True	False	matched
S000002497	True	1	SC_NE_genes.xlsx	310	1	True	False	matched
S000002498	True	1	SC_E_genes.xlsx	608	1	True	False	matched
S000002499	True	1	SC_NE_genes.xlsx	153	1	True	False	matched
S000002500	True	1	SC_NE_genes.xlsx	1612	1	True	False	matched
S000002503	True	1	SC_NE_genes.xlsx	894	1	True	False	matched
S000002504	True	1	SC_NE_genes.xlsx	1242	1	True	False	matched
S000002505	True	1	SC_NE_genes.xlsx	250	1	True	False	matched
S000002506	True	1	SC_NE_genes.xlsx	273	1	True	False	matched
S000002507	True	1	SC_NE_genes.xlsx	143	1	True	False	matched
S000002508	True	1	SC_NE_genes.xlsx	593	1	True	False	matched
S000002510	True	1	SC_NE_genes.xlsx	917	1	True	False	matched
S000002511	True	1	SC_NE_genes.xlsx	1245	1	True	False	matched
S000002512	True	1	SC_NE_genes.xlsx	473	1	True	False	matched
S000002514	True	1	SC_NE_genes.xlsx	672	1	True	False	matched
S000002515	True	1	SC_NE_genes.xlsx	698	1	True	False	matched
S000002516	True	1	SC_NE_genes.xlsx	715	1	True	False	matched
S000002517	True	1	SC_NE_genes.xlsx	566	1	True	False	matched
S000002518	True	1	SC_NE_genes.xlsx	507	1	True	False	matched
S000002520	True	1	SC_E_genes.xlsx	373	1	True	False	matched
S000002521	True	1	SC_NE_genes.xlsx	100	1	True	False	matched
S000002522	True	1	SC_NE_genes.xlsx	105	1	True	False	matched
S000002523	True	1	SC_NE_genes.xlsx	285	1	True	False	matched
S000002524	True	1	SC_NE_genes.xlsx	565	1	True	False	matched
S000002525	True	1	SC_E_genes.xlsx	652	1	True	False	matched
S000002526	True	1	SC_NE_genes.xlsx	768	1	True	False	matched
S000002527	True	1	SC_NE_genes.xlsx	570	1	True	False	matched
S000002528	True	1	SC_NE_genes.xlsx	196	1	True	False	matched
S000002529	True	1	SC_NE_genes.xlsx	1064	1	True	False	matched
S000002530	True	1	SC_NE_genes.xlsx	304	1	True	False	matched
S000002531	True	1	SC_NE_genes.xlsx	324	1	True	False	matched
S000002532	True	1	SC_NE_genes.xlsx	453	1	True	False	matched
